Restaurant Name,Restaurant Area,Restaurant Rating,Restaurant Review,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info,Province,City,District/Kecamatan,Delivery Service,Place Type,Cuisine Regionality,Cuisines,alkoholtersedia,areamerokok,bawapulangtersedia,brunch,buffet,dessertsandbakes,didalamruangan,hanyabawapulang,hanyabir,hanyauntukreservasimeja,hanyawinedanbir,kehidupanmalam,liveentertainment,livemusic,makandengangrup,makanmewah,menyediakancocktail,parkirgratis,parkirvalettersedia,prasmanan,ramahuntukanak,ramahvegetarian,reservasimejadirekomendasikan,rooftop,ruangpribaditersedia,ruangsholat,sarapan,tempatdudukdiluar,wifitersedia
Nasi Uduk Kwitang,Senen,3.4,5,-6.1848674788,106.842765212,https://www.zomato.com/id/jakarta/nasi-uduk-kwitang-senen,"Jl. Kramat III No. 4, Senen, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Pesan Antar']",DKI Jakarta,Jakarta Pusat,Senen,Yes,['Quick Bites'],"['Indonesia', 'Betawi']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kotaku Hikari,Pondok Aren,3.4,19,-6.271807,106.729303,https://www.zomato.com/id/jakarta/kotaku-hikari-pondok-aren-tangerang,"Mahagoni Park, Mahagoni VII, Jl. Graha Bintaro, Pondok Aren, Tangerang",120000,"['Bawa Pulang Tersedia', 'Pesan Antar']",Banten,Tangerang Selatan,Ciputat Timur,Yes,['Quick Bites'],['Indonesia'],['Sushi'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengkel Kopi,Jagakarsa,3.2,8,-6.3385489999999995,106.83604299999999,https://www.zomato.com/id/jakarta/bengkel-kopi-jagakarsa,"Jl. Lenteng Agung Gg. Taupik No.8, Jagakarsa, Jakarta",80000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Jagakarsa,No,['Kafe'],['No Region'],"['Kopi', 'Minuman', 'Makanan Jalanan']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ayam Kremes Pakde,Larangan,3.5,5,-6.235564,106.738747,https://www.zomato.com/id/jakarta/ayam-kremes-pakde-larangan,"Jl. KH. Wahid Hasyim, Larangan, Tangerang",50000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Kota,Larangan,No,['Quick Bites'],['Jawa'],['Ayam'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Akay,Serpong,3.1,23,-6.304298,106.684247,https://www.zomato.com/id/jakarta/akay-serpong,"Ruko Pasar Modern BSD, No. R 28, Jl. Letnan Sutopo, Serpong, Tangerang",65000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Selatan,Serpong,No,['Quick Bites'],['Chinese'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pondok Kepiting,Bekasi Timur,3.4,7,-6.249987,106.998218,https://www.zomato.com/id/jakarta/pondok-kepiting-bekasi-timur-bekasi,"Jl. M. Hasibuan, Bekasi Timur, Bekasi",135000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Jawa Barat,Bekasi Kota,Bekasi Timur,No,['Quick Bites'],"['Asia', 'Indonesia']",['Seafood'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasi Goreng Indomie Cicidutz,Kec. Tangerang,3.3,7,-6.195149,106.63631200000002,https://www.zomato.com/id/jakarta/nasi-goreng-indomie-cicidutz-kec-tangerang-tangerang,"Modern Town Market, Jl. Hartono Raya, Kec. Tangerang, Tangerang",100000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Kota,Tangerang,No,['Quick Bites'],['Indonesia'],['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mipolo By Yenpao,Thamrin,3.2,7,-6.195667,106.81981999999999,https://www.zomato.com/id/jakarta/mipolo-by-yenpao-thamrin,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, Food Hall, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']",DKI Jakarta,Jakarta Pusat,Tanah Abang,Yes,['Food Court'],['Indonesia'],['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kafe Coleman - Menara Peninsula Hotel,Slipi,2.7,16,-6.190067,106.797952,https://www.zomato.com/id/jakarta/kafe-coleman-menara-peninsula-hotel-slipi,"Hotel Menara Peninsula, Jl. Letjen S. Parman No. Kav. 78, Slipi, Jakarta",500000,"['Alkohol Tersedia', 'Hanya untuk reservasi meja', 'Sarapan', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Buffet']",DKI Jakarta,Jakarta Barat,Palmerah,No,"['Casual Dining', 'Kafe']","['Indonesia', 'Barat']",['Minuman'],1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Soto Kudus Kedoya,Kedoya,3.3,33,-6.186363,106.76819099999999,https://www.zomato.com/id/jakarta/soto-kudus-kedoya-kedoya,"Plaza Kedoya Elok, Jl. Panjang, Kedoya, Jakarta",80000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Kebon Jeruk,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Soto'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kantin Ie Suan,Mangga Dua,3.2,26,-6.1356658126,106.823619939,https://www.zomato.com/id/jakarta/kantin-ie-suan-mangga-dua,"ITC Mangga Dua, Lantai 4, Jl. Mangga Dua Raya, Mangga Dua, Jakarta",30000,['Hanya Bawa Pulang'],DKI Jakarta,Jakarta Utara,Pademangan,No,['Quick Bites'],['Indonesia'],['Makanan Jalanan'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daisho,Puri Indah,3.3,12,-6.187367,106.739814,https://www.zomato.com/id/jakarta/daisho-puri-indah,"Lippo Mall Puri @ The St. Moritz, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Kembangan,No,['Food Court'],['Jepang'],['Ramen'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantum Bistro,Rawamangun,2.7,31,-6.194086,106.890143,https://www.zomato.com/id/jakarta/quantum-bistro-rawamangun,"Arion Mall, Lantai Ground, Jl. Pemuda, Rawamangun, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Pesan Antar']",DKI Jakarta,Jakarta Timur,Pulogadung,Yes,['Quick Bites'],"['Jawa', 'Indonesia', 'Barat']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wisdom Coffee n Waffle,Daan Mogot,3.3,9,-6.175987,106.715251,https://www.zomato.com/id/jakarta/wisdom-coffee-n-waffle-daan-mogot,"Ruko City Walk, Blok C No. 5, Jl. Raya Kresek, Daan Mogot, Jakarta",100000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Cengkareng,No,"['Toko Kue & Roti', 'Kafe']","['No Region', 'Eropa']","['Kopi', 'Minuman', 'Kue & Roti']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hoshi,Tanjung Duren,3.8,50,-6.178078279,106.78996626200001,https://www.zomato.com/id/jakarta/hoshi-tanjung-duren,"Central Park Mall, Lantai Lower Ground 214, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",60000,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,No,['Toko Kue & Roti'],['Indonesia'],"['Desserts', 'Jus', 'Kue & Roti']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swoosh Coffee,Senayan,3.4,10,-6.224726933,106.79887689600001,https://www.zomato.com/id/jakarta/swoosh-coffee-senayan,"Plaza Senayan, SOGO, Lantai 3, Jl. Asia Afrika, Senayan, Jakarta",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman', 'Desserts']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flying Goat Coffee,Dharmawangsa,3.6,16,-6.2503070403,106.79998967799999,https://www.zomato.com/id/jakarta/flying-goat-coffee-dharmawangsa,"Jl. Panglima Polim IV, No. 22 A, Dharmawangsa, Jakarta",60000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lapo Nauli,Serpong Utara,3.6,14,-6.2396235395,106.651220955,https://www.zomato.com/id/jakarta/lapo-nauli-serpong-utara-tangerang,"Ruko Pasar 8, RD No. 7, Jl. Alam Utama, Serpong Utara, Tangerang",70000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Selatan,Serpong Utara,No,['Quick Bites'],['Medan'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Takoyaki,Kramat Jati,3.0,8,-6.270909,106.86839499999999,https://www.zomato.com/id/jakarta/takoyaki-1-kramat-jati,"Lippo Mall Kramat Jati, Lantai 2, Jl. Raya Bogor, Kramat Jati, Jakarta",30000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Timur,Kramatjati,No,['Kios'],['Jepang'],['Snacks'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warung Sate Maranggi Ki Agah,Bogor Timur,3.6,9,-6.617325,106.81477199999999,https://www.zomato.com/id/jakarta/warung-sate-maranggi-ki-agah-bogor-timur-bogor,"Jl. Raya Pajajaran No. 19, Bogor Timur, Bogor",100000,"['Bawa Pulang Tersedia', 'Area Merokok', 'Sarapan', 'Di dalam ruangan']",Jawa Barat,Bogor Kota,Bogor Timur,No,['Quick Bites'],"['Asia', 'Indonesia']",['Satay'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bakso Gepeng Pontisari,Pamulang,3.0,6,-6.343538,106.73435900000001,https://www.zomato.com/id/jakarta/bakso-gepeng-pontisari-pamulang,"Ruko Pamulang Permai, SH 9 No. 14, Pamulang, Tangerang",60000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Selatan,Pamulang,No,['Quick Bites'],['Indonesia'],['Bakso'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Martabak Boss,Sunter,3.3,6,-6.140351,106.857652,https://www.zomato.com/id/jakarta/martabak-boss-sunter,"Jl. Danau Sunter Utara, Sunter, Jakarta",150000,"['Hanya Bawa Pulang', 'Desserts and Bakes']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Dessert Parlor'],['Indonesia'],['Martabak'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whynot Coffee,Pecenongan,3.5,9,-6.162216,106.82723700000001,https://www.zomato.com/id/jakarta/whynot-coffee-pecenongan,"The BOXX-IN, Jl. Sukarjo Wiryopranoto No. 2, Pecenongan, Jakarta",80000,"['Bawa Pulang Tersedia', 'Area Merokok', 'Live Entertainment', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Gambir,No,['Food Court'],['No Region'],"['Kopi', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakso Malang Tanjung Duren 18,Tanjung Duren,3.5,13,-6.1821868752,106.782513074,https://www.zomato.com/id/jakarta/bakso-malang-tanjung-duren-18-tanjung-duren,"Jl. Tanjung Duren Barat 6 No. 18, Tanjung Duren, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,Yes,['Quick Bites'],"['Jawa', 'Indonesia']",['Bakso'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cylimakuta Coffee,Jatinegara,3.4,25,-6.229055000000001,106.889292,https://www.zomato.com/id/jakarta/cylimakuta-coffee-jatinegara,"Jl. Basuki Rahmat No. 54, Jatinegara, Jakarta",80000,"['Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Timur,Jatinegara,No,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kherby Pudding,Cinere,3.8,21,-6.3252773601,106.78486436600001,https://www.zomato.com/id/jakarta/kherby-pudding-cinere-depok,"Jl. Cinere Raya Ruko Blok A No. 36, Cinere, Depok",50000,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']",Jawa Barat,Depok,Cinere,No,['Dessert Parlor'],['Indonesia'],['Desserts'],0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpo Taichan,Kelapa Gading,2.5,20,-6.1484445103,106.91091980700001,https://www.zomato.com/id/jakarta/mpo-taichan-kelapa-gading,"Jl. Raya Kelapa Hybrida, Blok RA3 No. 24, Kelapa Gading, Jakarta",70000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Quick Bites'],['Indonesia'],['Satay'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sebatas Kopi,Larangan,3.3,8,-6.2304186564,106.726499497,https://www.zomato.com/id/jakarta/sebatas-kopi-larangan-tangerang,"Jl. Puri Beta Utara No.29, Larangan Tangerang",80000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']",Banten,Tangerang Kota,Larangan,No,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bir Jawa Ondescry,Jagakarsa,3.1,5,-6.346077999999999,106.82279199999999,https://www.zomato.com/id/jakarta/bir-jawa-ondescry-jagakarsa,"Jl. Srengseng Sawah No. 50, Jagakarsa, Jakarta",70000,"['Parkir Gratis', 'Sarapan', 'Tempat duduk di luar', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Jagakarsa,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Kopi'],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Soto Madura Pademangan,Gunung Sahari,3.8,4,-6.136759,106.843057,https://www.zomato.com/id/jakarta/soto-madura-pademangan-gunung-sahari,"Jl. Pademangan Raya 2, Gunung Sahari, Jakarta",50000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Pademangan,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Soto'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bakmi Margonda,Beji,3.7,54,-6.3692841779,106.834060438,https://www.zomato.com/id/jakarta/bakmi-margonda-beji-depok,"Jl. Margonda Raya No. 392, Beji, Depok",120000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Jawa Barat,Depok,Beji,No,['Quick Bites'],['Indonesia'],['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso Sapi Singkawang ""Akim""",Sunter,2.9,5,-6.144354,106.867324,https://www.zomato.com/id/jakarta/bakso-sapi-singkawang-akim-sunter,"TOP Foodcourt, Jl Danau Agung Tengah 4 No 2, Sunter, Jakarta",70000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Food Court'],['Indonesia'],"['Bakso', 'Meat']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fried Funk,Senopati,3.6,10,-6.240063482,106.81205224200001,https://www.zomato.com/id/jakarta/fried-funk-senopati,"Pasar Santa, Jl. Cipaku 1, Senopati, Jakarta",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Yes,['Quick Bites'],['Barat'],['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumah Makan Sayur Asem Betawi Joglo,Ciledug,3.3,5,-6.221136286,106.72206982899999,https://www.zomato.com/id/jakarta/rumah-makan-sayur-asem-betawi-joglo-ciledug-tangerang,"Jl. Joglo Raya, Ciledug, Tangerang",50000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Kembangan,No,['Quick Bites'],"['Betawi', 'Indonesia']",['Makanan Sehat'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Man Aur Tan Restaurant - Merlynn Park Hotel,Gambir,3.7,19,-6.166046,106.81543799999999,https://www.zomato.com/id/jakarta/man-aur-tan-restaurant-merlynn-park-hotel-gambir,"Merlynn Park Hotel, Lantai 5, Jl. KH. Hasyim Ashari No. 29-31, Gambir, Jakarta 10130",450000,"['Sarapan', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Pilihan Vegan', 'Ramah Vegetarian']",DKI Jakarta,Jakarta Pusat,Gambir,No,['Casual Dining'],['India'],['Kopi'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2shots Coffee,Kelapa Gading,3.3,8,-6.169689,106.907954,https://www.zomato.com/id/jakarta/2shots-coffee-kelapa-gading,"Jl. Giring Giring, Blok R No. 27, Kelapa Gading, Jakarta",60000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Kafe'],['No Region'],"['Tea', 'Kopi', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kopi Ambo,Pondok Aren,3.8,7,-6.280174,106.72034099999999,https://www.zomato.com/id/jakarta/kopi-ambo-pondok-aren-tangerang,"Jl. Tegal Rotan 9 No. 53, Pondok Aren, Tangerang 15413",60000,"['Desserts and Bakes', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",Banten,Tangerang Selatan,Ciputat,Yes,['Kafe'],"['No Region', 'Indonesia']","['Kopi', 'Minuman']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hava Tea,Thamrin,3.1,10,-6.192894,106.821574,https://www.zomato.com/id/jakarta/hava-tea-thamrin,"Plaza Indonesia, Lantai Basement, Jl. M. H. Thamrin, Thamrin, Jakarta",70000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Toko Minuman'],['No Region'],"['Tea', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kedai Nasi Hongko,Tambora,3.3,5,-6.151573,106.804677,https://www.zomato.com/id/jakarta/kedai-nasi-hongko-tambora,"Jl. Krendang Raya No. 96, Tambora, Jakarta",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Tambora,No,['Quick Bites'],"['Kalimantan', 'Indonesia', 'Chinese']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakmi Keriting Abie,Muara Karang,3.5,10,-6.116933,106.78153400000001,https://www.zomato.com/id/jakarta/bakmi-keriting-abie-muara-karang,"Jl. Muara Karang Raya No. 28, Muara Karang, Jakarta",80000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Quick Bites'],"['Kalimantan', 'Indonesia']",['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waroeng Isokuiki,Lebak Bulus,3.2,13,-6.3006,106.780323,https://www.zomato.com/id/jakarta/waroeng-isokuiki-2-lebak-bulus,"Bona Indah Plaza, Blok A2 No. D6-D7, Jl. Karang Tengah, Lebak Bulus, Jakarta",120000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Cilandak,No,['Quick Bites'],['Indonesia'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Handanji Pondok Sahabat,Sentul,2.7,6,-6.569005000000001,106.85771799999999,https://www.zomato.com/id/jakarta/handanji-pondok-sahabat-sentul-bogor,"Ruko Plaza Amsterdam Blok D, Jl. MH. Thamrin, Sentul City, Sentul, Bogor",250000,"['Pesan Antar', 'Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia']",Jawa Barat,Bogor Kabupaten,Babakan Madang,Yes,['Casual Dining'],"['Korea', 'Indonesia', 'Chinese']",['Kopi'],0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bakmi Kusuma,Gandaria,3.8,102,-6.244211,106.788721,https://www.zomato.com/id/jakarta/bakmi-kusuma-1-gandaria,"Jl. Gandaria VIII No. 18, Gandaria, Jakarta",110000,"['Parkir Gratis', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Quick Bites'],['Indonesia'],['Bakmi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Soto Kudus Muria Bintaro,Pondok Aren,3.5,12,-6.269844,106.738809,https://www.zomato.com/id/jakarta/soto-kudus-muria-bintaro-pondok-aren-tangerang,"Ruko Victorian, Jl. Bintaro Utama, Sektor 3A, Pondok Aren, Tangerang",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']",Banten,Tangerang Selatan,Pondok Aren,Yes,['Quick Bites'],"['Jawa', 'Indonesia']",['Soto'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bakso Tulang Rusuk & Salad Kanes,Bogor Selatan,3.8,5,-6.610019,106.79848500000001,https://www.zomato.com/id/jakarta/bakso-tulang-rusuk-salad-kanes-bogor-selatan-bogor,"Jl. Pahlawan No. 72, Bogor Selatan, Bogor",80000,"['Desserts and Bakes', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Live Entertainment', 'Pesan Antar', 'Bawa Pulang Tersedia']",Jawa Barat,Bogor Kota,Bogor Selatan,Yes,['Quick Bites'],['Indonesia'],"['Bakso', 'Makanan Sehat']",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Es Teler Sari Mulia Asli,Cikini,3.6,49,-6.200019,106.84367900000001,https://www.zomato.com/id/jakarta/es-teler-sari-mulia-asli-cikini,"Metropole 21, Jl. Pegangsaan Timur No. 21, Cikini, Jakarta",60000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,Yes,['Quick Bites'],"['Jawa', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kocabi,Pinang,3.8,16,-6.2348828016,106.660126224,https://www.zomato.com/id/jakarta/kocabi-pinang-tangerang,"Ruko Jalur Sutera, Blok 29A, Jl. Jalur Sutera, Pinang, Tangerang",40000,"['Hanya Bawa Pulang', 'Desserts and Bakes', 'Sarapan']",Banten,Tangerang Selatan,Serpong Utara,No,['Toko Kue & Roti'],['Indonesia'],['Kue & Roti'],0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mie Ayam Acoi,Cempaka Putih,3.8,39,-6.176226967000001,106.865220665,https://www.zomato.com/id/jakarta/mie-ayam-acoi-1-cempaka-putih,"Jl. Cempaka Putih Raya No. 10, Cempaka Putih, Jakarta",70000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Pusat,Cempaka Putih,Yes,['Quick Bites'],['Indonesia'],"['Ayam', 'Bakmi']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inikopibudi,Sunter,3.7,12,-6.1426825670000005,106.87239289200001,https://www.zomato.com/id/jakarta/inikopibudi-sunter,"Jl. Sunter Karya Timur Raya No.1A, Jakarta Utara",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
