,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
3902,Filateli Coffee,"['Quick Bites', 'Kafe']","['Kopi', 'Jus', 'Minuman']","['No Region', 'Indonesia']",80000,"Kantor Pos, Jl. Lapangan Banteng Utara No. 1, Pasar Baru, Jakarta",3.2,9,Jakarta Pusat,DKI Jakarta,-6.1685690000000015,106.83454
3903,Bakmi Bangka Aloy,['Quick Bites'],['Bakmi'],"['Bangka', 'Indonesia']",80000,"Jl. Sunter Indah Raya, Blok M2 No. 11, Sunter, Jakarta",3.6,22,Jakarta Utara,DKI Jakarta,-6.1542563928,106.87546838
3904,Extrashoot Coffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,"Jl. Pluit Karang Jelita No. 37, Muara Karang, Jakarta 14450",3.7,21,Jakarta Utara,DKI Jakarta,-6.1148760000000015,106.781165
3905,Soto & Sop Betawi H. Asmawi,['Kaki Lima'],"['Makanan Sehat', 'Soto']","['Jawa', 'Betawi', 'Indonesia']",80000,"Komplek PLN, Jl. Duren Tiga Selatan No. 28, Mampang Prapatan, Jakarta",3.1,22,Jakarta Selatan,DKI Jakarta,-6.258039,106.833125
3906,Cooking Oppa,['Quick Bites'],['Kopi'],['Korea'],60000,"Blok M Square, Lantai 2. Jl. Melawai Raya, Melawai, Jakarta",3.4,81,Jakarta Selatan,DKI Jakarta,-6.244481218200001,106.801116205
3907,Olam - JS Luwansa Hotel,['Casual Dining'],['Kopi'],"['Asia', 'Barat']",500000,"JS Luwansa Hotel, Jl. HR Rasuna Said Kav. C-22, Kuningan, Jakarta",3.1,44,Jakarta Selatan,DKI Jakarta,-6.223348737999999,106.83319710200001
3908,Ayam Suwir Wara Wiri,['Quick Bites'],['Ayam'],['Indonesia'],80000,"Jl. Kelapa Kopyor Raya, Blok W1 No. 19, Kelapa Gading, Jakarta 14240",3.7,30,Jakarta Utara,DKI Jakarta,-6.171951,106.905466
3909,Warung Bemo,['Quick Bites'],['Kopi'],['Indonesia'],100000,"Jl. Utama Raya No. 4A, Daan Mogot, Jakarta",3.5,7,Jakarta Barat,DKI Jakarta,-6.150129,106.72571299999998
3910,Lapau Bukittinggi,['Quick Bites'],['Kopi'],"['Indonesia', 'Padang']",60000,"Jl. Isa No. 18, Kebon Jeruk, Jakarta",3.0,10,Jakarta Barat,DKI Jakarta,-6.206511,106.776689
3911,Zoe,['Kafe'],['Kopi'],"['Asia', 'Itali']",135000,"Jl. Margonda Raya No. 27, Beji, Depok",2.7,81,Depok,Jawa Barat,-6.3657421791,106.834194548
3912,Sirbabi,['Quick Bites'],"['Bakmi', 'Meat']",['Indonesia'],60000,"Jl. Agung Jaya 2 No. 3, Sunter, Jakarta",3.4,46,Jakarta Utara,DKI Jakarta,-6.1448870000000015,106.859261
3913,Seafood Faisal 1,['Kaki Lima'],['Seafood'],['Asia'],150000,"Jl. KH Moh. Mansyur No. 2, Gajah Mada, Jakarta",3.7,17,Jakarta Barat,DKI Jakarta,-6.149582,106.807569
3914,Mie Nampol,['Quick Bites'],"['Bakmi', 'Makanan Jalanan']",['Indonesia'],90000,"Jl. Dr. Sumeru No. 104, Bogor Barat, Bogor",3.7,54,Bogor Kota,Jawa Barat,-6.584722,106.781337
3915,Kawalli,['Quick Bites'],['Seafood'],['Sunda'],130000,"Jl. KH Hasyim Ashari, Ciledug, Tangerang",2.9,17,Tangerang Kota,Banten,-6.2145165392,106.688254214
3916,Warung Abah,['Casual Dining'],['Seafood'],"['Sunda', 'Indonesia']",200000,"Jl. Lebak Bulus Raya 1 No. 10, Lebak Bulus, Jakarta",3.7,5,Jakarta Selatan,DKI Jakarta,-6.293666,106.78236499999998
3917,Beyondbar,['Lounge'],['Kopi'],"['Barat', 'Indonesia']",400000,"Graha Iskandarsyah, Lantai Lobby, Jl. Iskandarsyah Raya No. 66 C, Melawai, Jakarta",3.3,32,Jakarta Selatan,DKI Jakarta,-6.2445618736,106.80351477100001
3918,"Bebek Kremes ""Mas Eko""",['Quick Bites'],['Bebek'],['Jawa'],100000,"Jl. Maulana Hasanudin, Cipondoh, Tangerang",3.1,6,Tangerang Kota,Banten,-6.1870330845,106.67645014799999
3919,Bakso Bakwan Malang Cak Su Kumis,['Quick Bites'],"['Bakso', 'Snacks']","['Jawa', 'Indonesia']",50000,"Jl. Cempaka Putih Raya No. 109, Cempaka Putih, Jakarta",3.7,40,Jakarta Pusat,DKI Jakarta,-6.176833294,106.873566024
3920,Kwetiau Sapi Achay 89,['Quick Bites'],['Meat'],"['Indonesia', 'Chinese']",75000,"Ruko Taman Semanan Indah, Jl. Taman Semanan Indah, Blok C No. 41, Cengkareng, Jakarta",3.3,26,Jakarta Barat,DKI Jakarta,-6.163715,106.722772
3921,Opal Coffee,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Itali', 'Indonesia']",160000,"Jl. Riau No. 8A, Thamrin, Jakarta 10350",2.7,15,Jakarta Pusat,DKI Jakarta,-6.191318,106.824112
3922,"Kochhaus Cafe, Shop & Studio","['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Desserts']","['No Region', 'Itali']",150000,"Ruko Dynasty Walk, Blok 29B No. 5, Jl. Jalur Sutera, Pinang, Tangerang",3.7,20,Tangerang Selatan,Banten,-6.2345615071000005,106.659502275
3923,Menteng Hawkers Cafe,"['Food Court', 'Kafe']","['Tea', 'Kopi', 'Jus', 'Minuman']",['No Region'],50000,"Menteng Hawkers, Jl. Teuku Cik Ditiro No. 40A, Menteng, Jakarta",2.8,9,Jakarta Pusat,DKI Jakarta,-6.19784,106.836861
3924,Keep On Cafe,['Kafe'],"['Tea', 'Kopi']",['No Region'],100000,"Jl. Kemang Raya No. 66B, Kemang, Jakarta",3.6,37,Jakarta Selatan,DKI Jakarta,-6.2640400000000005,106.816033
3925,Panorama Sky Restaurant - Hotel Daily Inn,['Casual Dining'],['Kopi'],"['Barat', 'Fusion', 'Indonesia']",200000,"Hotel Daily Inn, Jl. Jenderal Ahmad Yani No. 67, Cempaka Putih, Jakarta",2.6,15,Jakarta Pusat,DKI Jakarta,-6.177404954199999,106.87546771
3926,Sop Kaki Kambing Irwan,['Kaki Lima'],"['Meat', 'Makanan Sehat']",['Indonesia'],60000,"Loksem JS 30, Jl. Barito II No. 21, Blok M, Jakarta",3.5,11,Jakarta Selatan,DKI Jakarta,-6.244714,106.79352
3927,Bakmi Keriting Siantar,['Quick Bites'],['Bakmi'],"['Medan', 'Indonesia', 'Chinese']",120000,"Pertokoan Taman Kebun Jeruk, Jl Meruya Hilir No. 17, Meruya, Jakarta",3.7,48,Jakarta Barat,DKI Jakarta,-6.1980726359,106.745624654
3928,XI Coffee & Eatery,['Kafe'],"['Kopi', 'Minuman']",['No Region'],70000,"Jl. Swasembada Timur XI No. 34, Tanjung Priok, Jakarta",3.2,22,Jakarta Utara,DKI Jakarta,-6.1225521115,106.89085789
3929,Ozu Sushi,['Quick Bites'],['Sushi'],['Jepang'],200000,"Ruko Citra Garden 6, Blok J1A No. 16, Jl. Citra Garden 6, Cengkareng, Jakarta",2.5,155,Jakarta Barat,DKI Jakarta,-6.1249319898,106.71108920100001
3930,Bakmi Agoan,['Quick Bites'],['Bakmi'],['Indonesia'],100000,"Jl. Hasyim Ashari No. 33C, Gambir, Jakarta",2.9,23,Jakarta Pusat,DKI Jakarta,-6.165662,106.815057
3931,Two Much Coffee & Roastery,['Toko Minuman'],"['Kopi', 'Minuman']","['No Region', 'Barat']",50000,"Jl. Raya Tengah No. 18A, Kramat Jati, Jakarta 13760",3.4,8,Jakarta Timur,DKI Jakarta,-6.298695,106.86083700000002
3932,Brickfields Restaurant,['Casual Dining'],['Kopi'],"['Itali', 'Indonesia']",200000,"MNC Studios Tower 1, Lantai 2, Jl. Raya Perjuangan 1, Kebon Jeruk, Jakarta",3.4,4,Jakarta Barat,DKI Jakarta,-6.193368,106.767069
3933,Warunk Andalan Gue,['Quick Bites'],['Kopi'],['Indonesia'],50000,"Jl. Teratai Putih No. 42, Klender, Jakarta",3.3,11,Jakarta Timur,DKI Jakarta,-6.2194297785,106.931231506
3934,Eggtacular,['Quick Bites'],['Kopi'],['Indonesia'],50000,"Grand Indonesia Mall, West Mall, Lantai Lower Ground, Kantin West Mall, Jl. M.H. Thamrin No. 1 Jakarta Pusat",3.4,22,Jakarta Pusat,DKI Jakarta,-6.194522,106.819246
3935,Okka Haze Project,['Casual Dining'],['Kopi'],"['Arab', 'Itali']",200000,"Ruko Cordoba, Blok A No. 20, Jl. Marina Indah, Pantai Indah Kapuk, Jakarta",3.7,28,Jakarta Utara,DKI Jakarta,-6.110199509299999,106.74119465
3936,Teras Omah Yado,['Quick Bites'],['Kopi'],['Indonesia'],80000,"Jl. Yado 1 No. E8, Pondok Indah, Jakarta",3.4,4,Jakarta Selatan,DKI Jakarta,-6.253627,106.789872
3937,Monstercheese Pizza,['Quick Bites'],['Pizza'],['Indonesia'],90000,"Jl. Margonda Raya No. 263, Beji, Depok",3.0,8,Depok,Jawa Barat,-6.380625074,106.830432415
3938,Amano Steakhouse,['Casual Dining'],"['Tea', 'Steak']","['No Region', 'Barat', 'Itali']",350000,"Grand Paragon Mall, Lantai Ground, Jl. Gajah Mada No. 126, Gajah Mada, Jakarta",3.4,51,Jakarta Barat,DKI Jakarta,-6.151917,106.816833
3939,Bakmi Atek,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",100000,"Jl. Danau Sunter Utara No. 7, Sunter, Jakarta",3.5,10,Jakarta Utara,DKI Jakarta,-6.138501,106.86673600000002
3940,Laksa Betawi Assirot,['Quick Bites'],['Kopi'],"['Indonesia', 'Betawi']",70000,"Jl. Assirot No. 2, Kebayoran Lama, Jakarta",3.7,14,Jakarta Selatan,DKI Jakarta,-6.225612,106.77424
3941,Pondok Baselo Lubuk Nyarai,['Quick Bites'],['Seafood'],['Indonesia'],70000,"Jl. Kebayoran Lama No. 3, Kebayoran Lama, Jakarta",3.3,10,Jakarta Selatan,DKI Jakarta,-6.2144580000000005,106.777478
3942,Ayam Penyet Mbah Ji,['Quick Bites'],['Ayam'],"['Jawa', 'Indonesia']",50000,"Jl. Pondok Kelapa Raya No.9, Duren Sawit, Jakarta",3.7,35,Jakarta Timur,DKI Jakarta,-6.231971,106.934698
3943,Sato Eat and Go,['Casual Dining'],['Kopi'],['Jepang'],200000,"Jl. Tomang Raya No. 40A, Slipi, Jakarta",3.0,9,Jakarta Barat,DKI Jakarta,-6.176566,106.801309
3944,Hok Siong Sukarasa,['Casual Dining'],['Kopi'],['Chinese'],160000,"Jl. Bandengan Utara No. 3, Penjaringan, Jakarta",3.9,17,Jakarta Utara,DKI Jakarta,-6.1374809304,106.78869120700001
3945,Vinetha Bakery & Cake,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],30000,"Jl. Pamulang Permai II No. 29, Pamulang, Tangerang",3.2,11,Tangerang Selatan,Banten,-6.3334192296000005,106.709887236
3946,Toba Dream,['Kafe'],['Kopi'],"['Batak', 'Indonesia']",150000,"Jl. Dr Saharjo No. 90, Manggarai, Jakarta",3.4,31,Jakarta Selatan,DKI Jakarta,-6.215979,106.843488
3947,Bakmi Bangka Air Mangkok,['Quick Bites'],['Bakmi'],"['Bangka', 'Indonesia']",90000,"Jl. Taman Surya 2, Blok D2 No. 17, Cengkareng, Jakarta",3.8,44,Jakarta Barat,DKI Jakarta,-6.133868,106.71438899999998
3948,Spaghetti Anak Mama,['Quick Bites'],['Kopi'],"['Indonesia', 'Itali']",40000,"Jl. Taman Daan Mogot Raya No. 32, Tanjung Duren, Jakarta",3.0,7,Jakarta Barat,DKI Jakarta,-6.169217989,106.783243641
3949,Lokal Deli Coffee and Cakes,"['Toko Kue & Roti', 'Kafe']","['Kopi', 'Deli', 'Desserts', 'Kue & Roti', 'Minuman']",['No Region'],150000,"Como Park, Jl. Kemang Timur Raya No. 998, Kemang, Jakarta",3.8,57,Jakarta Selatan,DKI Jakarta,-6.2728278314,106.821202933
3950,Diyar Restaurant & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['Arab', 'No Region']",350000,"Jl. Cikini Raya No. 33, Cikini, Jakarta",3.6,16,Jakarta Pusat,DKI Jakarta,-6.187997,106.83696299999998
3951,Dammara,['Quick Bites'],['Kopi'],['Indonesia'],130000,"Jl. Duren Tiga Raya No. 52, Mampang Prapatan, Jakarta",3.7,9,Jakarta Selatan,DKI Jakarta,-6.254176,106.831425
3952,Warung Betawie H. Apen,['Quick Bites'],['Kopi'],"['Indonesia', 'Betawi']",80000,"Jl. Saco Harsono No. 12, Cilandak, Jakarta",3.3,23,Jakarta Selatan,DKI Jakarta,-6.30524,106.818989
3953,Kwetiau Sapi Jangkung,['Quick Bites'],['Meat'],"['Indonesia', 'Chinese']",130000,"Seasons City, Lantai Ground 2, Jl. Prof. Dr. Latumenten No. 33, Tambora, Jakarta",3.6,33,Jakarta Barat,DKI Jakarta,-6.153444,106.795886
3954,Cumi - Cumi Cafe - Aston Marina Hotel,"['Casual Dining', 'Kafe']",['Kopi'],"['Barat', 'Indonesia', 'Arab', 'No Region', 'Timur Tengah']",400000,"Aston Marina Mediterania, Tower A, Jl. Lodan Raya No. 2A, Ancol, Jakarta",2.6,15,Jakarta Utara,DKI Jakarta,-6.1298950638,106.829474531
3955,Rumah Makan Panam,['Quick Bites'],['Kopi'],['Chinese'],120000,"Jl. Melati No. 12, Senen, Jakarta",3.9,18,Jakarta Pusat,DKI Jakarta,-6.1773326217,106.844408735
3956,Cinnamore,['Toko Kue & Roti'],"['Kopi', 'Kue & Roti', 'Desserts']",['Indonesia'],60000,"Jl. Pd. Kelapa Raya No.5B, Duren Sawit, Jakarta",3.6,4,Jakarta Timur,DKI Jakarta,-6.234406,106.934513
3957,Osuushi,['Quick Bites'],['Sushi'],['Jepang'],80000,"Ruko Perumahan Maharaja, Blok A1 No. 8, Jl. Raya Sawangan, Pancoran Mas, Depok",3.9,75,Depok,Jawa Barat,-6.395045,106.794107
3958,Nasi Kari Akiat,['Quick Bites'],['Kopi'],['Indonesia'],100000,"Jl. Krendang Raya No. 44, Tambora, Jakarta",3.8,18,Jakarta Barat,DKI Jakarta,-6.15144,106.80502
3959,Mijin Korean BBQ,['Casual Dining'],['Barbekyu'],['Korea'],200000,"Jl. Bintaro Utama Sektor 3 Blok AP No. 70, Bintaro, Jakarta",3.5,12,Tangerang Selatan,Banten,-6.272603,106.746869
3960,Sate Padang Mak Adjat,['Quick Bites'],['Satay'],"['Indonesia', 'Padang']",75000,"Jl. Gunung Sahari Raya No. 50, Gunung Sahari, Jakarta",3.8,27,Jakarta Pusat,DKI Jakarta,-6.159378,106.837584
3961,Nasi Gila & Sate Taichan Patung Panahan,['Kaki Lima'],"['Satay', 'Makanan Jalanan']",['Indonesia'],70000,"Jl. Asia Afrika, Senayan, Jakarta",3.1,12,Jakarta Pusat,DKI Jakarta,-6.2181178971,106.798079945
3962,Biro Kopi,['Kafe'],"['Desserts', 'Kopi', 'Minuman']",['No Region'],80000,"Jl. Ciliman No. 1C, Cikini, Jakarta 10330",3.8,41,Jakarta Pusat,DKI Jakarta,-6.195047,106.840865
3963,Soto Bangkong,['Quick Bites'],['Soto'],"['Jawa', 'Indonesia']",110000,"Jl. Pakubuwono V/39, Kebayoran Baru, Senayan, Jakarta",3.9,52,Jakarta Selatan,DKI Jakarta,-6.2341988838999995,106.79314233299999
3964,Soma Co-Working Cafe,['Kafe'],"['Tea', 'Kopi']",['No Region'],100000,"Raffles College, Jl. Arjuna Utara No. 35, Green Ville, Jakarta 11510",3.5,17,Jakarta Barat,DKI Jakarta,-6.189236,106.769869
3965,Dapur Cianjur,['Quick Bites'],['Kopi'],['Indonesia'],80000,"Apartemen Mediterania, Tower B, Jl. Tanjung Duren Raya, Tanjung Duren, Jakarta",3.8,49,Jakarta Barat,DKI Jakarta,-6.174771645800001,106.787780933
3966,Geometry Ice Cream Cafe & Resto,"['Kafe', 'Dessert Parlor']",['Ice Cream'],['No Region'],40000,"Ruko Pamulang Permai, Jl. Siliwangi Raya, Blok SH 22 No. 4, Pamulang, Tangerang",3.4,101,Tangerang Selatan,Banten,-6.342835,106.728983
3967,Kopi 360,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",50000,"Jl. Tanjung Duren Barat 2 No.47, Tanjung Duren, Jakarta",3.2,4,Jakarta Barat,DKI Jakarta,-6.175564,106.780343
3968,Siomay Prijaji,['Quick Bites'],['Snacks'],"['Sunda', 'Indonesia']",80000,"Jl. Raya Pasar Minggu, KM 18 No. 1, Pasar Minggu, Jakarta",3.3,8,Jakarta Selatan,DKI Jakarta,-6.265576,106.844116
3969,Limu Poke Shop,['Food Court'],['Makanan Sehat'],"['Indonesia', 'Barat']",150000,"Pondok Indah Mall 2, Lantai 3, Food Court, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",3.6,19,Jakarta Selatan,DKI Jakarta,-6.265589,106.782991
3970,Lasagna Kitchen,['Quick Bites'],['Kopi'],"['Indonesia', 'Itali']",125000,"PHX Bintaro, Lantai 1 Jl. Bintaro Utama, Sektor 9), Pondok Aren, Tangerang",3.9,17,Tangerang Selatan,Banten,-6.281522,106.708172
3971,Martabak Rudy,['Dessert Parlor'],['Martabak'],['Indonesia'],50000,"La Piazza, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",3.5,7,Jakarta Utara,DKI Jakarta,-6.160256,106.906176
3972,Nguppie Artisan Roastery,['Kafe'],['Kopi'],['Barat'],100000,"Green Lake City Ruko Food City 83, Cipondoh, Tangerang",3.8,37,Jakarta Barat,DKI Jakarta,-6.1801155814,106.708585023
3973,Go Katsu,['Food Court'],['Kopi'],['Jepang'],80000,"Grand Indonesia Mall, West Mall, Lantai 5, FoodPrint, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",3.7,47,Jakarta Pusat,DKI Jakarta,-6.195579,106.82011
3974,Bebek Semangat,['Quick Bites'],['Bebek'],"['Jawa', 'Indonesia']",100000,"Mall@Bassura City, Lantai Lower Ground, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",3.5,8,Jakarta Timur,DKI Jakarta,-6.2240789985000005,106.877840124
3975,Kwetiau Sapi A-Chai,['Quick Bites'],"['Bakso', 'Meat']","['Indonesia', 'Chinese']",150000,"Ruko Glaze I, Blok B No. 27, Jl. Boulevard Raya, Gading Serpong, Serpong Utara, Tangerang",3.7,10,Tangerang Kabupaten,Banten,-6.236031,106.63125
3976,Bakmi Bangka 777,['Quick Bites'],['Bakmi'],"['Bangka', 'Indonesia']",80000,"Jl. Taman Aries, Blok H No. 4, Meruya, Jakarta",3.4,11,Jakarta Barat,DKI Jakarta,-6.1973650000000005,106.752363
3977,Sate Kiloan SMS,['Quick Bites'],"['Bubur', 'Satay']","['Asia', 'Indonesia']",100000,"Jl. Alternatif Cibubur, Cibubur, Jakarta",3.0,15,Bogor Kabupaten,Jawa Barat,-6.3837044924,106.934322081
3978,Selera Kita,['Quick Bites'],['Kopi'],['Indonesia'],100000,"Jl. Sumagung No. 3, Kelapa Gading, Jakarta",3.0,5,Jakarta Utara,DKI Jakarta,-6.1698846576,106.90049842
3979,Zuppa Soup Keju Lumer Cipete,['Quick Bites'],['Kopi'],['Itali'],100000,"Jl. MPR 1 No. 10, Fatmawati, Jakarta 12430",3.3,6,Jakarta Selatan,DKI Jakarta,-6.2811164936,106.803434975
3980,Up Lane Coffee,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Minuman']",['No Region'],80000,"Jl. Jelambar Baru Raya No. 6D, Jelambar, Jakarta",3.0,36,Jakarta Barat,DKI Jakarta,-6.154843,106.788243
3981,Warung Kopi Mendem Irenk,['Toko Minuman'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",60000,"Jl. Cililin No. 12, Senopati, Jakarta",3.5,9,Jakarta Selatan,DKI Jakarta,-6.241501625,106.808315925
3982,Banshi Coffee,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],150000,"Jl. Taman Ratu Indah, Blok F1 No. 7, Green Ville, Jakarta 11520",3.4,20,Jakarta Barat,DKI Jakarta,-6.169864,106.767635
3983,WE I Eatery & Drinkery,['Casual Dining'],['Minuman'],['Jepang'],200000,"South Quarter, Jl. R.A Kartini No. 8, Lebak Bulus, Jakarta",3.3,54,Jakarta Selatan,DKI Jakarta,-6.294631,106.785144
3984,Crepe Signature,"['Food Court', 'Toko Kue & Roti']","['Desserts', 'Kue & Roti']",['Indonesia'],40000,"Mall of Indonesia, Lantai 2, Food Park, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",2.8,5,Jakarta Utara,DKI Jakarta,-6.151529299400001,106.891910322
3985,Lot Thirty Six Coffee Shop,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],50000,"Jl. The Meadows No.36, Cimanggis, Depok",3.6,4,Bekasi Kota,Jawa Barat,-6.392546,106.912867
3986,Kungfu Kitchen,['Casual Dining'],['Kopi'],['Chinese'],250000,"Jl. Kelapa Kopyor Raya No. 2, Kelapa Gading, Jakarta",3.6,4,Jakarta Utara,DKI Jakarta,-6.1707756588,106.903504841
3987,Bakmi Ayam & Nasi Tim Iyan 88,['Quick Bites'],"['Ayam', 'Bakmi']",['Indonesia'],60000,"Jl. Kelapa Sawit Raya, Blok BD12 No. 24, Serpong Utara, Tangerang",3.5,24,Tangerang Kabupaten,Banten,-6.23305,106.634222
3988,dite|ngah,['Kafe'],['Kopi'],['Indonesia'],80000,"Jl. Dwijaya Raya No. 5, Pondok Indah, Jakarta 12140",3.8,24,Jakarta Selatan,DKI Jakarta,-6.261711,106.788222
3989,Soto Betawi Bapak Haji Usman Ali,['Quick Bites'],['Soto'],"['Asia', 'Indonesia', 'Betawi']",60000,"Jalan WR Supratman No.28, Pondok Ranji, Rengas, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412",3.8,41,Tangerang Selatan,Banten,-6.278443,106.746345
3990,Kopi Made,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Minuman']",['No Region'],150000,"Jl. Raden Inten 2, Blok U No. 213, Klender, Jakarta",3.9,79,Jakarta Timur,DKI Jakarta,-6.218866,106.923434
3991,Kembang Sepatoe Restaurant - Hotel Santika Premiere Bintaro,['Casual Dining'],['Bakmi'],"['Barat', 'Indonesia']",350000,"Hotel Santika Premiere Bintaro, Jl. Prof Dr Satrio, Blok B7/A3-01, Pondok Aren, Tangerang",2.7,9,Tangerang Selatan,Banten,-6.2775312326,106.72123063299999
3992,Pendopo Lounge - Hotel Borobudur,"['Casual Dining', 'Lounge']",['Kopi'],"['Jawa', 'Indonesia']",500000,"Hotel Borobudur, Jl. Lapangan Banteng Selatan, Pasar Baru, Jakarta",3.5,16,Jakarta Pusat,DKI Jakarta,-6.172155,106.835412
3993,1/3 Juice Bar,['Toko Minuman'],"['Jus', 'Minuman']",['Indonesia'],60000,"Jl. Bendungan Hilir No. 60A, Bendungan Hilir, Jakarta",3.6,13,Jakarta Pusat,DKI Jakarta,-6.2132389761,106.812833771
3994,RM Saung Malayang,['Quick Bites'],['Kopi'],"['Sunda', 'Indonesia']",120000,"Jl. Raya Puncak KM. 79, Cisarua, Bogor",3.5,9,Bogor Kabupaten,Jawa Barat,-6.665328999999999,106.922123
3995,Rumah Makan Gudeg Jogja “Bu Hani”,['Quick Bites'],['Gudeg'],['Yogyakarta'],80000,"Jl. Mampang Prapatan Raya No. 42E, Mampang Prapatan, Jakarta",3.6,22,Jakarta Selatan,DKI Jakarta,-6.241535,106.82547
3996,Hangook Boonsik,['Food Court'],['Kopi'],['Korea'],100000,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",3.4,12,Jakarta Utara,DKI Jakarta,-6.1514440000000015,106.891896
3997,Gangchon,['Casual Dining'],['Kopi'],['Korea'],500000,"Karawaci Office Park, Jl. Imam Bonjol, Cibodas, Tangerang",3.7,8,Tangerang Kota,Banten,-6.22344,106.620224
3998,The Café - Marriott Executive Apartments,"['Casual Dining', 'Kafe']",['Minuman'],"['Amerika', 'Eropa', 'Indonesia', 'Chinese']",500000,"Marriott Executive Apartments, Sudirman Plaza, Indofood Tower, Jl. Jenderal Sudirman Kav. 76 - 78, Sudirman, Jakarta",2.3,6,Jakarta Selatan,DKI Jakarta,-6.2087386497,106.82249542299999
3999,Soto Kudus Mbah'e,['Quick Bites'],['Soto'],"['Jawa', 'Indonesia']",70000,"Jl. H Nawi Raya No. 29A, Pondok Indah, Jakarta",3.6,14,Jakarta Selatan,DKI Jakarta,-6.264058,106.791036
4000,Bakmi Jogja Mbak Titut,['Quick Bites'],['Bakmi'],"['Yogyakarta', 'Indonesia']",100000,"Jl. Bintaro Raya No. 23, Bintaro, Jakarta",3.5,17,Jakarta Selatan,DKI Jakarta,-6.253542,106.775556
4001,Jan-Je Sapi,['Casual Dining'],"['Meat', 'Barbekyu']",['Korea'],200000,"Jl. Kartini Raya No. 81, Pancoran Mas, Depok",2.9,12,Depok,Jawa Barat,-6.4003954045,106.81869238600001
4002,Maleo's Coffee and Kitchen,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Minuman', 'Makanan Jalanan']","['No Region', 'Indonesia']",70000,"Jl. Maleo Raya JE8 No.13 , Pondok Aren, Tangerang, Jakarta",3.6,7,Tangerang Selatan,Banten,-6.287026999999998,106.713013
4003,Mie Ayam Theresia,['Quick Bites'],"['Ayam', 'Bakmi']","['Indonesia', 'Chinese']",80000,"Jl. Kemang Selatan Raya No. 91, Kemang, Jakarta",3.0,45,Jakarta Selatan,DKI Jakarta,-6.2741679035,106.81973978799999
4004,Bar Bar Coffee,['Kafe'],"['Tea', 'Desserts', 'Kopi', 'Minuman']",['No Region'],150000,"AEON Mall, Lantai 1, Jl. Jakarta Garden City, Cakung, Jakarta",3.6,19,Jakarta Timur,DKI Jakarta,-6.172702322999999,106.952980868
4005,Kafe TEN,"['Quick Bites', 'Kafe']",['Minuman'],['Indonesia'],100000,"Jl. Haji Adam Malik, Kav. Deplu No.150, Larangan, Tangerang",3.1,42,Tangerang Kota,Banten,-6.247278,106.74513600000002
4006,Pisang Goreng Asli Pontianak 168,['Quick Bites'],['Makanan Jalanan'],"['Kalimantan', 'Indonesia']",70000,"Jl. Boulevard Raya, Blok FW1 No. 19, Kelapa Gading, Jakarta",3.6,6,Jakarta Utara,DKI Jakarta,-6.1639550000000005,106.903484
4007,Crapoe Seafood Restaurant,['Casual Dining'],['Seafood'],['Asia'],150000,"Ruko Marinatama, Blok C No. 12A, Jl. Gunung Sahari Raya 2, Gunung Sahari, Jakarta",3.7,16,Jakarta Utara,DKI Jakarta,-6.133545,106.832446
4008,Yoshi! Coffee,['Kafe'],"['Kopi', 'Snacks', 'Minuman']",['No Region'],90000,"Jl. Birah Raya No. 9, Senopati, Jakarta",3.5,6,Jakarta Selatan,DKI Jakarta,-6.2359303403999995,106.814723052
4009,Nasi Kapau Tanjung Baru,['Quick Bites'],['Kopi'],"['Indonesia', 'Padang']",80000,"Ruko Pamulang Permai, SH 11 No. 10, Pamulang, Tangerang",3.9,43,Tangerang Selatan,Banten,-6.343508,106.733803
4010,Nasi Bakar dSo,['Quick Bites'],['Kopi'],"['Sunda', 'Indonesia']",50000,"Jl. Pangeran Antasari No. 818, Fatmawati, Jakarta",3.6,4,Jakarta Selatan,DKI Jakarta,-6.287336,106.807033
4011,Saung Bandara,['Casual Dining'],['Seafood'],"['Sunda', 'Indonesia']",200000,"Jl. Atang Sanjaya No. 47, Benda, Tangerang",3.6,5,Tangerang Kota,Banten,-6.112502,106.693055
