Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Lokal Deli Coffee and Cakes,Kemang,"Como Park, Jl. Kemang Timur Raya No. 998, Kemang, Jakarta",-6.2728278314,106.821202933,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Diyar Restaurant & Cafe,Cikini,"Jl. Cikini Raya No. 33, Cikini, Jakarta",-6.187997,106.83696299999998,DKI Jakarta,Jakarta Pusat,Menteng
Dammara,Mampang Prapatan,"Jl. Duren Tiga Raya No. 52, Mampang Prapatan, Jakarta",-6.254176,106.831425,DKI Jakarta,Jakarta Selatan,Pancoran
Warung Betawie H. Apen,Cilandak,"Jl. Saco Harsono No. 12, Cilandak, Jakarta",-6.30524,106.818989,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Kwetiau Sapi Jangkung,Tambora,"Seasons City, Lantai Ground 2, Jl. Prof. Dr. Latumenten No. 33, Tambora, Jakarta",-6.153444,106.795886,DKI Jakarta,Jakarta Barat,Tambora
Cumi - Cumi Cafe - Aston Marina Hotel,Ancol,"Aston Marina Mediterania, Tower A, Jl. Lodan Raya No. 2A, Ancol, Jakarta",-6.1298950638,106.829474531,DKI Jakarta,Jakarta Utara,Pademangan
Rumah Makan Panam,Senen,"Jl. Melati No. 12, Senen, Jakarta",-6.1773326217,106.844408735,DKI Jakarta,Jakarta Pusat,Senen
Cinnamore,Duren Sawit,"Jl. Pd. Kelapa Raya No.5B, Duren Sawit, Jakarta",-6.234406,106.934513,DKI Jakarta,Jakarta Timur,Duren Sawit
Osuushi,Pancoran Mas,"Ruko Perumahan Maharaja, Blok A1 No. 8, Jl. Raya Sawangan, Pancoran Mas, Depok",-6.395045,106.794107,Jawa Barat,Depok,Pancoran Mas
Nasi Kari Akiat,Tambora,"Jl. Krendang Raya No. 44, Tambora, Jakarta",-6.15144,106.80502,DKI Jakarta,Jakarta Barat,Tambora
Mijin Korean BBQ,Bintaro,"Jl. Bintaro Utama Sektor 3 Blok AP No. 70, Bintaro, Jakarta",-6.272603,106.746869,Banten,Tangerang Selatan,Pondok Aren
Sate Padang Mak Adjat,Gunung Sahari,"Jl. Gunung Sahari Raya No. 50, Gunung Sahari, Jakarta",-6.159378,106.837584,DKI Jakarta,Jakarta Pusat,Kemayoran
Nasi Gila & Sate Taichan Patung Panahan,Senayan,"Jl. Asia Afrika, Senayan, Jakarta",-6.2181178971,106.798079945,DKI Jakarta,Jakarta Pusat,Tanah Abang
Biro Kopi,Cikini,"Jl. Ciliman No. 1C, Cikini, Jakarta 10330",-6.195047,106.840865,DKI Jakarta,Jakarta Pusat,Menteng
Soto Bangkong,Senayan,"Jl. Pakubuwono V/39, Kebayoran Baru, Senayan, Jakarta",-6.2341988838999995,106.79314233299999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Soma Co-Working Cafe,Green Ville,"Raffles College, Jl. Arjuna Utara No. 35, Green Ville, Jakarta 11510",-6.189236,106.769869,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Dapur Cianjur,Tanjung Duren,"Apartemen Mediterania, Tower B, Jl. Tanjung Duren Raya, Tanjung Duren, Jakarta",-6.174771645800001,106.787780933,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Geometry Ice Cream Cafe & Resto,Pamulang,"Ruko Pamulang Permai, Jl. Siliwangi Raya, Blok SH 22 No. 4, Pamulang, Tangerang",-6.342835,106.728983,Banten,Tangerang Selatan,Pamulang
Kopi 360,Tanjung Duren,"Jl. Tanjung Duren Barat 2 No.47, Tanjung Duren, Jakarta",-6.175564,106.780343,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Siomay Prijaji,Pasar Minggu,"Jl. Raya Pasar Minggu, KM 18 No. 1, Pasar Minggu, Jakarta",-6.265576,106.844116,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Limu Poke Shop,Pondok Indah,"Pondok Indah Mall 2, Lantai 3, Food Court, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",-6.265589,106.782991,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Lasagna Kitchen,Pondok Aren,"PHX Bintaro, Lantai 1 Jl. Bintaro Utama, Sektor 9), Pondok Aren, Tangerang",-6.281522,106.708172,Banten,Tangerang Selatan,Pondok Aren
Martabak Rudy,Kelapa Gading,"La Piazza, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",-6.160256,106.906176,DKI Jakarta,Jakarta Utara,Kelapa Gading
Nguppie Artisan Roastery,Cipondoh,"Green Lake City Ruko Food City 83, Cipondoh, Tangerang",-6.1801155814,106.708585023,DKI Jakarta,Jakarta Barat,Cengkareng
Go Katsu,Thamrin,"Grand Indonesia Mall, West Mall, Lantai 5, FoodPrint, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",-6.195579,106.82011,DKI Jakarta,Jakarta Pusat,Tanah Abang
Bebek Semangat,Jatinegara,"Mall@Bassura City, Lantai Lower Ground, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",-6.2240789985000005,106.877840124,DKI Jakarta,Jakarta Timur,Jatinegara
Kwetiau Sapi A-Chai,Serpong Utara,"Ruko Glaze I, Blok B No. 27, Jl. Boulevard Raya, Gading Serpong, Serpong Utara, Tangerang",-6.236031,106.63125,Banten,Tangerang Kabupaten,Kelapa Dua
Bakmi Bangka 777,Meruya,"Jl. Taman Aries, Blok H No. 4, Meruya, Jakarta",-6.1973650000000005,106.752363,DKI Jakarta,Jakarta Barat,Kembangan
Sate Kiloan SMS,Cibubur,"Jl. Alternatif Cibubur, Cibubur, Jakarta",-6.3837044924,106.934322081,Jawa Barat,Bogor Kabupaten,Gunung Putri
Selera Kita,Kelapa Gading,"Jl. Sumagung No. 3, Kelapa Gading, Jakarta",-6.1698846576,106.90049842,DKI Jakarta,Jakarta Utara,Kelapa Gading
Zuppa Soup Keju Lumer Cipete,Fatmawati,"Jl. MPR 1 No. 10, Fatmawati, Jakarta 12430",-6.2811164936,106.803434975,DKI Jakarta,Jakarta Selatan,Cilandak
Up Lane Coffee,Jelambar,"Jl. Jelambar Baru Raya No. 6D, Jelambar, Jakarta",-6.154843,106.788243,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Warung Kopi Mendem Irenk,Senopati,"Jl. Cililin No. 12, Senopati, Jakarta",-6.241501625,106.808315925,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Banshi Coffee,Green Ville,"Jl. Taman Ratu Indah, Blok F1 No. 7, Green Ville, Jakarta 11520",-6.169864,106.767635,DKI Jakarta,Jakarta Barat,Kebon Jeruk
WE I Eatery & Drinkery,Lebak Bulus,"South Quarter, Jl. R.A Kartini No. 8, Lebak Bulus, Jakarta",-6.294631,106.785144,DKI Jakarta,Jakarta Selatan,Cilandak
Crepe Signature,Kelapa Gading,"Mall of Indonesia, Lantai 2, Food Park, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.151529299400001,106.891910322,DKI Jakarta,Jakarta Utara,Kelapa Gading
Lot Thirty Six Coffee Shop,Cimanggis,"Jl. The Meadows No.36, Cimanggis, Depok",-6.392546,106.912867,Jawa Barat,Bekasi Kota,Jatisampurna
Kungfu Kitchen,Kelapa Gading,"Jl. Kelapa Kopyor Raya No. 2, Kelapa Gading, Jakarta",-6.1707756588,106.903504841,DKI Jakarta,Jakarta Utara,Kelapa Gading
Bakmi Ayam & Nasi Tim Iyan 88,Serpong Utara,"Jl. Kelapa Sawit Raya, Blok BD12 No. 24, Serpong Utara, Tangerang",-6.23305,106.634222,Banten,Tangerang Kabupaten,Kelapa Dua
dite|ngah,Pondok Indah,"Jl. Dwijaya Raya No. 5, Pondok Indah, Jakarta 12140",-6.261711,106.788222,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Soto Betawi Bapak Haji Usman Ali,Ciputat Timur,"Jalan WR Supratman No.28, Pondok Ranji, Rengas, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412",-6.278443,106.746345,Banten,Tangerang Selatan,Ciputat Timur
Kopi Made,Klender,"Jl. Raden Inten 2, Blok U No. 213, Klender, Jakarta",-6.218866,106.923434,DKI Jakarta,Jakarta Timur,Duren Sawit
Kembang Sepatoe Restaurant - Hotel Santika Premiere Bintaro,Pondok Aren,"Hotel Santika Premiere Bintaro, Jl. Prof Dr Satrio, Blok B7/A3-01, Pondok Aren, Tangerang",-6.2775312326,106.72123063299999,Banten,Tangerang Selatan,Pondok Aren
Pendopo Lounge - Hotel Borobudur,Pasar Baru,"Hotel Borobudur, Jl. Lapangan Banteng Selatan, Pasar Baru, Jakarta",-6.172155,106.835412,DKI Jakarta,Jakarta Pusat,Sawah Besar
1/3 Juice Bar,Bendungan Hilir,"Jl. Bendungan Hilir No. 60A, Bendungan Hilir, Jakarta",-6.2132389761,106.812833771,DKI Jakarta,Jakarta Pusat,Tanah Abang
RM Saung Malayang,Cisarua,"Jl. Raya Puncak KM. 79, Cisarua, Bogor",-6.665328999999999,106.922123,Jawa Barat,Bogor Kabupaten,Cisarua
Rumah Makan Gudeg Jogja “Bu Hani”,Mampang Prapatan,"Jl. Mampang Prapatan Raya No. 42E, Mampang Prapatan, Jakarta",-6.241535,106.82547,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Hangook Boonsik,Kelapa Gading,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.1514440000000015,106.891896,DKI Jakarta,Jakarta Utara,Kelapa Gading
Gangchon,Cibodas,"Karawaci Office Park, Jl. Imam Bonjol, Cibodas, Tangerang",-6.22344,106.620224,Banten,Tangerang Kota,Cibodas
The Café - Marriott Executive Apartments,Sudirman,"Marriott Executive Apartments, Sudirman Plaza, Indofood Tower, Jl. Jenderal Sudirman Kav. 76 - 78, Sudirman, Jakarta",-6.2087386497,106.82249542299999,DKI Jakarta,Jakarta Selatan,Setiabudi
Soto Kudus Mbah'e,Pondok Indah,"Jl. H Nawi Raya No. 29A, Pondok Indah, Jakarta",-6.264058,106.791036,DKI Jakarta,Jakarta Selatan,Cilandak
Bakmi Jogja Mbak Titut,Bintaro,"Jl. Bintaro Raya No. 23, Bintaro, Jakarta",-6.253542,106.775556,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Jan-Je Sapi,Pancoran Mas,"Jl. Kartini Raya No. 81, Pancoran Mas, Depok",-6.4003954045,106.81869238600001,Jawa Barat,Depok,Pancoran Mas
Maleo's Coffee and Kitchen,Pondok Aren,"Jl. Maleo Raya JE8 No.13 , Pondok Aren, Tangerang, Jakarta",-6.287026999999998,106.713013,Banten,Tangerang Selatan,Pondok Aren
Mie Ayam Theresia,Kemang,"Jl. Kemang Selatan Raya No. 91, Kemang, Jakarta",-6.2741679035,106.81973978799999,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Bar Bar Coffee,Cakung,"AEON Mall, Lantai 1, Jl. Jakarta Garden City, Cakung, Jakarta",-6.172702322999999,106.952980868,DKI Jakarta,Jakarta Timur,Cakung
Kafe TEN,Larangan,"Jl. Haji Adam Malik, Kav. Deplu No.150, Larangan, Tangerang",-6.247278,106.74513600000002,Banten,Tangerang Kota,Larangan
Pisang Goreng Asli Pontianak 168,Kelapa Gading,"Jl. Boulevard Raya, Blok FW1 No. 19, Kelapa Gading, Jakarta",-6.1639550000000005,106.903484,DKI Jakarta,Jakarta Utara,Kelapa Gading
Crapoe Seafood Restaurant,Gunung Sahari,"Ruko Marinatama, Blok C No. 12A, Jl. Gunung Sahari Raya 2, Gunung Sahari, Jakarta",-6.133545,106.832446,DKI Jakarta,Jakarta Utara,Pademangan
Yoshi! Coffee,Senopati,"Jl. Birah Raya No. 9, Senopati, Jakarta",-6.2359303403999995,106.814723052,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Nasi Kapau Tanjung Baru,Pamulang,"Ruko Pamulang Permai, SH 11 No. 10, Pamulang, Tangerang",-6.343508,106.733803,Banten,Tangerang Selatan,Pamulang
Nasi Bakar dSo,Fatmawati,"Jl. Pangeran Antasari No. 818, Fatmawati, Jakarta",-6.287336,106.807033,DKI Jakarta,Jakarta Selatan,Cilandak
Saung Bandara,Benda,"Jl. Atang Sanjaya No. 47, Benda, Tangerang",-6.112502,106.693055,Banten,Tangerang Kota,Benda
Wokey,Pondok Aren,"Jl. Bintaro Utama Raya, Sektor 5 Blok ED 1 No. 6, Pondok Aren, Tangerang",-6.2701699999999985,106.730695,Banten,Tangerang Selatan,Pondok Aren
D’Rempah Cafe & Resto,Sentul,"Ruko Plaza Amsterdam, Blok A No. 10, Jl. MH. Thamrin, Sentul City, Sentul, Bogor",-6.568546,106.856826,Jawa Barat,Bogor Kabupaten,Babakan Madang
J-Sushi,Pluit,"Pluit Village, Lantai 1, Jl. Pluit Indah Raya, Pluit, Jakarta",-6.1163738459,106.789463348,DKI Jakarta,Jakarta Utara,Penjaringan
Nasi Uduk Encim Sukaria,Kec. Tangerang,"Jl. KH. Soleh Ali No. 90, Kec. Tangerang, Tangerang",-6.183572,106.634407,Banten,Tangerang Kota,Tangerang
Merak Kitchen,Tanah Sareal,"Jl. Merak No. 15, Tanah Sareal, Bogor",-6.5715196672000005,106.80000744700001,Jawa Barat,Bogor Kota,Tanah Sereal
Mie Time,Duren Sawit,"Jl. Taman Enau, Blok L4 No. 34, Duren Sawit, Jakarta",-6.2392660000000015,106.935399,DKI Jakarta,Jakarta Timur,Duren Sawit
Depokers Kopipark,Sukmajaya,"Jl. Tole Iskandar No. 5, Sukmajaya, Depok",-6.4041510000000015,106.84202,Jawa Barat,Depok,Sukma Jaya
Choipam Siam 91,Sunter,"Food Market Sunter, Jl. Danau Sunter Utara, Blok A3 No. 15, Sunter, Jakarta",-6.1408401321,106.85771618,DKI Jakarta,Jakarta Utara,Tanjung Priok
Kedai Cemara,Tanjung Duren,"Jl. Tanjung Duren Barat VI No. 29, Tanjung Duren, Jakarta",-6.1823425386,106.78178183700001,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Pondok Shantung,Sunter,"Jl. Sunter Karya Timur, Blok HA 5 No.7A, Sunter, Jakarta",-6.1427605712,106.872425079,DKI Jakarta,Jakarta Utara,Tanjung Priok
Restoran Sederhana Tanjung Duren,Tanjung Duren,"Jl. Tanjung Duren Raya No. 54, Tanjung Duren, Jakarta",-6.173789651799999,106.785648241,DKI Jakarta,Jakarta Barat,Grogol Petamburan
RM Lius,Medan Satria,"Jl. Harapan Indah, Medan Satria, Bekasi",-6.183039,106.977466,Jawa Barat,Bekasi Kota,Medan Satria
Coffee While Drilling,Sukmajaya,"Jl. Tole Iskandar No. 6, Sukmajaya, Depok",-6.405342199,106.843461245,Jawa Barat,Depok,Sukma Jaya
Kedai Tjap Semarang,Sunter,"Food Centrum, Lantai 1, Jl Griya Utama, Sunter, Jakarta",-6.141285,106.854435,DKI Jakarta,Jakarta Utara,Tanjung Priok
Bakmi Akin Bangka,Tanjung Duren,"Jl. Tanjung Duren Raya No. 12, Tanjung Duren, Jakarta",-6.1799102515,106.783649995,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Bakso Malang Citra,Beji,"Jl. Margonda Raya No. 515, Beji, Depok",-6.3613491335,106.833309419,Jawa Barat,Depok,Beji
Vitamin+,Bekasi Utara,"Ruby Commercial, Total Buah Segar, Blok TA No. 1, Jl. Boulevard Selatan, Bekasi Utara, Bekasi",-6.2278796028,107.002509199,Jawa Barat,Bekasi Kota,Bekasi Utara
Ambarsari Restaurant - Takes Mansion & Hotel,Tanah Abang,"Takes Mansion & Hotel, Lantai 2, Jl. Taman Kebon Sirih 1 No. 3-4, Tanah Abang, Jakarta",-6.18366,106.820708,DKI Jakarta,Jakarta Pusat,Tanah Abang
Gareca,Muara Karang,"Jl. Muara Karang Raya No. 34B, Muara Karang, Jakarta",-6.1171245890999995,106.78140129799999,DKI Jakarta,Jakarta Utara,Penjaringan
Bakmi Oukie SiBu,Pantai Indah Kapuk,"Fresh Market, Jl. Pantai Indah Kapuk Boulevard No. 29 - 30, Pantai Indah Kapuk, Jakarta",-6.102995,106.741279,DKI Jakarta,Jakarta Utara,Penjaringan
Nasi Goreng Kebuli Bombom,Gandaria,"Jl. Gandaria Tengah 1 No. 30, Gandaria, Jakarta",-6.245114,106.789003,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Pondok Kepiting Asap,Sunter,"Ruko Metro Sunter, Blok A3 No. 1-3, Jl. Danau Sunter Utara, Sunter, Jakarta",-6.137082,106.873703,DKI Jakarta,Jakarta Utara,Tanjung Priok
Castle 8,Beji,"Ruko Venetta, Lantai 2, Jl. Margonda Raya No. 349, Beji, Depok 16420",-6.3736485,106.832369975,Jawa Barat,Depok,Beji
Ku-Kai Restaurant,Melawai,"Jl. Melawai 6 No. 6A, Melawai, Jakarta",-6.2448824954,106.799412332,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Atas Genteng Resto,Bogor Tengah,"Jl. Raya Pajajaran No. 29, Bogor Tengah, Bogor",-6.596999,106.804922,Jawa Barat,Bogor Kota,Bogor Tengah
Nasi Campur 88 Pontianak,Sawah Besar,"Loksem Pangeran Jayakarta JP - 19, Jl. Pangeran Jayakarta No. 34E, Sawah Besar, Jakarta",-6.141277,106.826752,DKI Jakarta,Jakarta Pusat,Sawah Besar
New York Co-Working & Cafe,Cipondoh,"Rukan CBD, Blok L No. 5, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",-6.1845664865,106.697756946,Banten,Tangerang Kota,Cipondoh
Bubur Hopeng,Serpong Utara,"Ruko Mitra 10, Jl. Boulevard Gading Serpong Blok M5 No. 47, Serpong Utara, Tangerang",-6.2503180386000015,106.62591364200001,Banten,Tangerang Kabupaten,Kelapa Dua
Hazel Brew Coffee,Melawai,"Jl. Melawai No. 21, Melawai, Jakarta",-6.246084,106.79959,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Karamelo Coffee,Roxy,"Jl. Tomang Utara No. 19, Roxy, Jakarta",-6.16866,106.799566,DKI Jakarta,Jakarta Barat,Grogol Petamburan
RM Prambanan,Bekasi Selatan,"Jl. Raya Pekayon No. 6A, Bekasi Selatan, Bekasi",-6.26961,106.98185,Jawa Barat,Bekasi Kota,Bekasi Selatan
King Seafood,Cilandak,"Ampera Food Garden, Jl. Ampera Raya No. 119, Cilandak, Jakarta",-6.288879,106.817438,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Bloom  Ngopi,Sunter,"Jl. Agung Tengah 2 No. 8, Sunter, Jakarta",-6.144014,106.867023,DKI Jakarta,Jakarta Utara,Tanjung Priok
Kwetiau Arang Sister,Jelambar,"Jl. Kusuma, Blok C1C, Jelambar, Jakarta",-6.148016,106.780173,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Nasi Goreng Kebuli Mbah Suro Pakde,Fatmawati,"Jl. R.S. Fatmawati No. 11, Fatmawati, Jakarta",-6.302448,106.79491000000002,DKI Jakarta,Jakarta Selatan,Cilandak
Batavia Koffie,Jagakarsa,"Jl. Kebagusan Raya No. 3, Jagakarsa, Jakarta",-6.311675,106.826348,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Dhonika Eatery,Cilandak,"Jl. Pangeran Antasari No. 27, Cilandak, Jakarta",-6.280437999999998,106.807527,DKI Jakarta,Jakarta Selatan,Cilandak
Central Park - Manhattan Hotel,Kuningan,"Manhattan Hotel, Lantai 3, Jl. Prof. Dr. Satrio, Kuningan, Jakarta 12950",-6.2258631495,106.831125095,DKI Jakarta,Jakarta Selatan,Setiabudi
Pawon Solo,Kemang,"Jl. Kemang Raya No. 75 B, Kemang, Jakarta",-6.26844,106.81583899999998,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Raja Durian,Sunter,"Jl. Danau Sunter Utara Blok B No. 12A, Sunter, Jakarta",-6.1405024461,106.858911104,DKI Jakarta,Jakarta Utara,Tanjung Priok
Flying Pig,Sunter,"Jl. Danau Agung 4 No. 6, Sunter, Jakarta",-6.144658335599999,106.867184042,DKI Jakarta,Jakarta Utara,Tanjung Priok
Wisata Malabar Coffee,Jatisampurna,"Ruko Travalgar, Kota Wisata Cibubur, Jl. Boulevard Kota Wisata Blok SE-H No. 35, Jatisampurna, Bekasi",-6.3677600885,106.956377551,Jawa Barat,Bogor Kabupaten,Gunung Putri
Segeer Bakery,Kebon Jeruk,"Jl. Arteri Kelapa Dua Raya No 1, Kebon Jeruk, Jakarta",-6.203608,106.769573,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Seruni Lounge - Ambhara Hotel,Melawai,"Ambhara Hotel, Jl. Iskandarsyah Raya No. 1, Melawai, Jakarta",-6.2433847032,106.80329181200001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Mie Aceh Setiabudi,Setiabudi,"Jl. Setiabudi Tengah No. 5, Setiabudi, Jakarta",-6.2095262596000005,106.826789304,DKI Jakarta,Jakarta Selatan,Setiabudi
Lotus Cafe,Bogor Timur,"Jl. Danau Bogor Raya, Blok D6 No. 12A, Bogor Timur, Bogor",-6.604646000000002,106.830001,Jawa Barat,Bogor Kota,Bogor Timur
Soto Gebrak,Setiabudi,"Jl. Setiabudi 2 No. 17, Setiabudi, Jakarta",-6.2098722343,106.826047003,DKI Jakarta,Jakarta Selatan,Setiabudi
Chinchilla,Bekasi Selatan,"Grand Metropolitan Mall, Lantai 3, Jl. KH Noer Ali, Bekasi Selatan, Bekasi",-6.24925,106.985036,Jawa Barat,Bekasi Kota,Bekasi Selatan
Rumah Makan Dan Pemancingan Warung Bambu,Serpong,"Jl. Masjid Pondok Sentul, Serpong, Tangerang",-6.330166,106.697865,Banten,Tangerang Selatan,Serpong
Meet Me At Meat,Bintaro,"Jl. RC Veteran No. 11, Bintaro, Jakarta",-6.273813,106.763713,DKI Jakarta,Jakarta Selatan,Pesanggrahan
Ayam Goreng Kalasan Borobudur,Jelambar,"Jl. Jelambar Baru Raya No. 39B, Jelambar, Jakarta",-6.155094999999998,106.789265,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Bebek Lalada,Bekasi Timur,"Jl. Pahlawan, Bekasi Timur, Bekasi",-6.242555,107.026623,Jawa Barat,Bekasi Kota,Bekasi Timur
Kavarna,Kemang,"Jl. Kemang Timur No. 88, Kemang, Jakarta",-6.2734223826,106.821202598,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Batu Tulis Coffee Shop - Aston Bogor Hotel & Resort,Bogor Selatan,"Aston Bogor Hotel & Resort, Jl. Dreded Pahlawan, Bogor Selatan, Bogor",-6.636272999999999,106.795444,Jawa Barat,Bogor Kota,Bogor Selatan
Pempek Tjik Wan 96,Green Ville,"Komplek Green Ville, Blok AS No. 37C, Jl. Ratu Kemuning, Green Ville, Jakarta",-6.1695769999999985,106.770552,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Affogato,Bintaro,"Bintaro Plaza, Lantai 3, Jl. Bintaro Utama, Bintaro Sektor 3, Bintaro, Jakarta",-6.27291,106.741822,Banten,Tangerang Selatan,Pondok Aren
Bakso Terasa Benhil,Bendungan Hilir,"Jl. Bendungan Hilir, Blok G2 No. 3A, Bendungan Hilir, Jakarta",-6.2144748759000015,106.814532615,DKI Jakarta,Jakarta Pusat,Tanah Abang
BNB Terogong,Pondok Indah,"Jl. Terogong Raya No. 28, Pondok Indah, Jakarta",-6.282871,106.79155,DKI Jakarta,Jakarta Selatan,Cilandak
Orient Wu,Muara Karang,"Jl. Muara Karang, Blok G 6B No. 34, Muara Karang, Jakarta",-6.128406,106.79682,DKI Jakarta,Jakarta Utara,Penjaringan
Rokue Snack,Pecenongan,"Jl. Batu Tulis Raya No. 22H, Pecenongan, Jakarta",-6.16338,106.823586,DKI Jakarta,Jakarta Pusat,Gambir
Daily Brew Express,Bogor Timur,"Jl. Suryakencana No. 292, Bogor Tengah, Bogor",-6.6107070000000006,106.805236,Jawa Barat,Bogor Kota,Bogor Timur
Shereen Cakes & Bread,Daan Mogot,"Ruko Daan Mogot Baru, Jl. Tampak Siring No. 11, Daan Mogot, Jakarta",-6.150457,106.715198,DKI Jakarta,Jakarta Barat,Kalideres
HopeClat Kitchen & Tea  Room,Kuningan,"Gedung Permata Kuningan, Lantai Ground, Jl. Kuningan Mulia No. 9C, Kuningan, Jakarta 12980",-6.2126006934000015,106.83385927200001,DKI Jakarta,Jakarta Selatan,Setiabudi
Tempat Ngupi,Limo,"Jl. Anggrek, Blok H No. 4, Limo, Depok",-6.345784,106.779174,Jawa Barat,Depok,Cinere
GH Corner (Sentul),Sentul,"Ruko Pasar Bersih, Blok B No. 7, Jl. Raya Babakan Madang, Sentul, Bogor",-6.564784,106.861934,Jawa Barat,Bogor Kabupaten,Babakan Madang
Bakmie Amoy,Kota,"Gang Gloria, Jl. Pintu Besar Selatan, Kota, Jakarta",-6.141178,106.813791,DKI Jakarta,Jakarta Barat,Tamansari
Soto Ambengan Pak Sadi,Jatinegara,"Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",-6.2240883309,106.877932325,DKI Jakarta,Jakarta Timur,Jatinegara
Urban Place Cafe & Resto,Kelapa Gading,"Komplek Bukit Gading Indah, Blok N 26-27, Jl. Gading Bukit Raya, Kelapa Gading, Jakarta",-6.1476844774,106.897920146,DKI Jakarta,Jakarta Utara,Kelapa Gading
Kopi Menantu Nusantara,Bintaro,"Jl. Puspita Raya No. 1, Bintaro, Jakarta",-6.263628,106.756751,Jawa Barat,Depok,Cinere
Bakmie Loncat,Tambora,"Jl. Sawah Lio 2 No. 6, Tambora, Jakarta",-6.146558,106.805883,DKI Jakarta,Jakarta Barat,Tambora
Da Tang,Pecenongan,"Jl. Pecenongan No. 76, Pecenongan, Jakarta",-6.163236,106.826695,DKI Jakarta,Jakarta Pusat,Gambir
Kopiteria,Kelapa Gading,"Jl. Biru Laut Barat , Kelapa Gading, Jakarta 14240",-6.166256,106.90561,DKI Jakarta,Jakarta Utara,Kelapa Gading
Wj De Cafe,Jelambar,"Komplek Taman Duta Mas, Jl. Kusuma 1A, Blok B6 No. 12A-14, Jelambar, Jakarta",-6.150056,106.779597,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Es Teler 2001 Khas Bangka,Bogor Barat,"Jl. Letjen Ibrahim Adjie No. 40, Bogor Barat, Bogor",-6.5832320000000015,106.769749,Jawa Barat,Bogor Kota,Bogor Barat
Fat Meimei Toko Kue & Kedai Kopi,Jelambar,"Jl. Jelambar Baru Raya No. 55C, Jelambar, Jakarta",-6.1549830000000005,106.78769,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Palm Cafe and Terrace - Aryaduta Lippo Village Hotel,Cibodas,"Aryaduta Lippo Village Hotel, Jl. Jenderal Sudirman, Cibodas, Tangerang",-6.228105,106.603579,Banten,Tangerang Kabupaten,Kelapa Dua
Nasi Uduk OK,Pulo Gadung,"Jl. Paus, Pulo Gadung, Jakarta",-6.195739,106.891312,DKI Jakarta,Jakarta Timur,Pulogadung
Hanei Shabu,Pondok Indah,"Pondok Indah Mall 2, Lantai 3, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",-6.265037,106.784214,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Terasaki Cafe & Resto,Slipi,"Jl. Tomang Asli No. 24, Slipi, Jakarta",-6.1783199999999985,106.804189,DKI Jakarta,Jakarta Barat,Palmerah
Kopi+Corner,Cilandak,"Jl. Benda Raya No. 14E, Cilandak, Jakarta",-6.2777218606,106.81569602299999,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Tugu Kunstkring Bread & Coffee Corner,Menteng,"Jl. Teuku Umar No. 1, Menteng, Jakarta",-6.188833,106.833317,DKI Jakarta,Jakarta Pusat,Menteng
