Restaurant Name,Restaurant Type,Cuisine Type,Restaurant Area,Restaurant Rating,Review Counts,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info
Pempek Winson,Quick Bites,['Palembang'],Jatisampurna,Not Rated Yet,TIdak cukup Ulasan,-6.3527851859,106.963549442,"https://www.zomato.com/id/jakarta/pempek-winson-jatisampurna-bekasi
","Kota Wisata Cibubur, Ruko Boston Square, Blok RK 1 No. 40, Jl. Boulevard Kota Wisata, Cibubur, Jakarta, Jatisampurna, Bekasi",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bondhomoro,Quick Bites,['Jawa'],Cibodas,3.4,8 Ulasan,-6.2036540000,106.601590000,"https://www.zomato.com/id/jakarta/bondhomoro-cibodas
","Jl. Prambanan No. 107, Cibodas, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Marqies,Toko Kue & Roti,"['Kue & Roti', 'Desserts']",Pondok Bambu,2.7,8 Ulasan,-6.2416979321,106.901400648,"https://www.zomato.com/id/jakarta/marqies-pondok-bambu
","Jl. Pahlawan Revolusi, Pondok Bambu, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Bakso Rubi 88,Quick Bites,"['Bakmi', 'Bakso']",Pondok Aren,3.8,5 Ulasan,-6.2583940000,106.707157000,"https://www.zomato.com/id/jakarta/bakso-rubi-88-pondok-aren-tangerang
","Jl. Raya Pd. Aren No. 88, Pondok Aren, Tangerang",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Yum Mie,Quick Bites,['Asia'],Pondok Bambu,2.9,17 Ulasan,-6.2385756748,106.894019879,"https://www.zomato.com/id/jakarta/yum-mie-pondok-bambu
","Mall Cipinang Indah, Lantai Ground, Jl. Cipinang, Pondok Bambu, Jakarta 13420",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
KLASI Coffee & Resto,Kafe,"['Kopi', 'Indonesia']",Gatot Subroto,3.1,8 Ulasan,-6.2415560000,106.841311000,"https://www.zomato.com/id/jakarta/klasi-coffee-resto-gatot-subroto
","Menara Bidakara 1, Lantai Ground, Jl. Jend. Gatot Subroto Kav 71-73, Gatot Subroto, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Kuala Radja Cafe,Quick Bites,['Aceh'],Lebak Bulus,3.0,10 Ulasan,-6.2974620000,106.782105000,"https://www.zomato.com/id/jakarta/kuala-radja-cafe-lebak-bulus
","Jl. Lebak Bulus Raya No. 19B, Lebak Bulus, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Ruang Sholat', 'Di dalam ruangan', 'Area Merokok']"
Virtualab,Quick Bites,"['Itali', 'Pizza', 'Vietnam']",Serpong,2.8,5 Ulasan,-6.3023230000,106.653770000,"https://www.zomato.com/id/jakarta/virtualab-serpong-tangerang
","The Breeze, Gedung Cinema, Techpolitan, Jl. Grand Boulevard BSD, Serpong, Tangerang",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Biaya masuk', 'Ramah untuk Anak', 'Area Merokok', 'Tempat duduk di luar', 'Wifi Tersedia', 'Ramah Vegetarian']"
Sate Babi Pramuka,Food Court,['Satay'],Serpong Utara,3.0,4 Ulasan,-6.2412510000,106.627792000,"https://www.zomato.com/id/jakarta/sate-babi-pramuka-serpong-utara-tangerang
","Souq Pasar Malam, Summarecon Mall Serpong, Lantai 2, Jl Boulevard Gading Serpong, Serpong Utara, Tangerang",Rp500.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakso Morowo,Quick Bites,"['Bakso', 'Indonesia']",Bogor Utara,2.9,4 Ulasan,-6.5820236885,106.817365028,"https://www.zomato.com/id/jakarta/bakso-morowo-bogor-utara
","Jl. H. Ahmad Sobana Ujung No. 7A, Bogor Utara, Bogor",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Ruang Sholat', 'Di dalam ruangan']"
Ishi Mura,Food Court,['Jepang'],Sudirman,2.4,15 Ulasan,-6.2205023458,106.814114525,"https://www.zomato.com/id/jakarta/ishi-mura-sudirman
","Plaza Semanggi, Lantai 3A, Maxx Kitchen, Jl. Jenderal Sudirman, Sudirman, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapoer Opa Manado,Quick Bites,['Manado'],Lebak Bulus,3.6,7 Ulasan,-6.2994930000,106.777139000,"https://www.zomato.com/id/jakarta/dapoer-opa-manado-lebak-bulus
","Jl. Lebak Bulus Raya Blok Z No. 21, Lebak Bulus, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pempek Palembang 28,Quick Bites,['Palembang'],Beji,2.5,4 Ulasan,-6.3775206469,106.813613958,"https://www.zomato.com/id/jakarta/pempek-palembang-28-beji
","Jl. H. Asmawi, No. 68A, Beji, Depok",Rp55.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pempek Andiss,Quick Bites,"['Jawa', 'Palembang']",Bogor Utara,3.4,8 Ulasan,-6.5902700072,106.816976778,"https://www.zomato.com/id/jakarta/pempek-andiss-bogor-utara
","Jl. Pandu Raya No. 197, Bogor Utara, Bogor",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Di dalam ruangan']"
Soto Kudus 678,Quick Bites,"['Soto', 'Jawa']",Kemang,3.2,4 Ulasan,-6.2744640000,106.820426000,"https://www.zomato.com/id/jakarta/soto-kudus-678-kemang
","Jl. Kemang Selatan Raya No. 125A, Kemang, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Mie Sahabat Kita,Quick Bites,"['Bakmi', 'Bakso']",Jatinegara,3.0,14 Ulasan,-6.2216272392,106.885889768,"https://www.zomato.com/id/jakarta/mie-sahabat-kita-jatinegara
","Jl. Cipinang Jaya No. 78B, Jatinegara, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bakso & Mie Ayam H. Yatmin,Quick Bites,['Bakso'],Bekasi Timur,2.8,9 Ulasan,-6.2392740000,107.004782000,"https://www.zomato.com/id/jakarta/bakso-mie-ayam-h-yatmin-1-bekasi-timur
","Pertokoan Mitra Bekasi, Jl. Ir. H. Juanda, Bekasi Timur, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Ayam Kropos,Food Court,['Jawa'],Pancoran Mas,3.2,5 Ulasan,-6.3922565955,106.823393963,"https://www.zomato.com/id/jakarta/ayam-kropos-pancoran-mas
","ITC Depok, Lantai 2, Food Court, Jl. Margonda Raya, Pancoran Mas, Depok",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Geprek Mas Boim,Quick Bites,['Jawa'],Bekasi Barat,3.2,10 Ulasan,-6.2317698359,106.962070204,"https://www.zomato.com/id/jakarta/ayam-geprek-mas-boim-bekasi-barat-bekasi
","Jl. Bintara Raya No. 12A, Bekasi Barat, Bekasi",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Njonja Hoog,Kafe,"['Indonesia', 'Kopi', 'Snacks']",Serpong Utara,3.6,18 Ulasan,-6.2430037554,106.616840064,"https://www.zomato.com/id/jakarta/njonja-hoog-1-serpong-utara-tangerang
","Ruko Arcadia Square, Jl. Boulevard Raya Gading Serpong No. 9",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Di dalam ruangan', 'Brunch', 'Ramah untuk Anak', 'Wifi Tersedia']"
Here Comes The SANS,Quick Bites,['Indonesia'],Pondok Aren,3.8,46 Ulasan,-6.2798790000,106.715077000,"https://www.zomato.com/id/jakarta/here-comes-the-sans-pondok-aren-tangerang
","Jl. Bintaro Utama, Blok J No. 1, Pondok Aren, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Ruang Sholat']"
Mekarsari 3,Quick Bites,['Chinese'],Bogor Selatan,2.9,5 Ulasan,-6.6186750000,106.806476000,"https://www.zomato.com/id/jakarta/mekarsari-3-bogor-selatan
","Jl. Pahlawan No. 180, Bogor Selatan, Bogor",Rp120.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok']"
NOUVELLE,Casual Dining,"['Asia', 'Eropa']",SCBD,3.6,30 Ulasan,-6.2267063945,106.809068620,"https://www.zomato.com/id/jakarta/nouvelle-scbd
","Equity Tower, Lantai Ground, Jl. Jenderal Sudirman, SCBD, Jakarta",Rp400.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Bawa Pulang Tersedia', 'Alkohol Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan', 'Hanya untuk reservasi meja']"
Waroeng Maknyak,Quick Bites,['Indonesia'],Gambir,3.5,8 Ulasan,-6.1627590000,106.816994000,"https://www.zomato.com/id/jakarta/waroeng-maknyak-gambir
","Jl. Pembangunan II No. 15A1, Gambir, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok']"
Baso Sederhana,Quick Bites,['Bakso'],Sukmajaya,3.1,10 Ulasan,-6.4093110000,106.840636000,"https://www.zomato.com/id/jakarta/baso-sederhana-sukmajaya
","Jl. Raden Saleh No. 39B, Sukmajaya, Depok",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Ikan Bakar Samara,Food Court,['Jawa'],Sentul,2.3,4 Ulasan,-6.5702050000,106.845977000,"https://www.zomato.com/id/jakarta/ikan-bakar-samara-sentul-bogor
","Eco Art Park, Ah Poong, Jl. Ir H Djuanda, Sentul City, Sentul, Bogor",Rp120.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']"
Bakmie ATeT,Quick Bites,['Bakmi'],Serpong Utara,3.7,6 Ulasan,-6.2650910000,106.628612000,"https://www.zomato.com/id/jakarta/bakmie-atet-serpong-utara-tangerang
","Ruko Alicante, Blok D No. 27, Jl. BSD Raya Utama, Serpong Utara, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warung Arjuno,Quick Bites,"['Jawa', 'Indonesia']",Cempaka Putih,3.4,4 Ulasan,-6.1873147426,106.863456443,"https://www.zomato.com/id/jakarta/warung-arjuno-cempaka-putih
","Jl. Mardani Raya No. 12, Cempaka Putih, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Waroeng Kampoeng Seafood & Ropang,Quick Bites,['Seafood'],Pondok Melati,3.7,29 Ulasan,-6.2919011215,106.917806379,"https://www.zomato.com/id/jakarta/waroeng-kampoeng-seafood-ropang-pondok-melati-bekasi
","Jl. Raya Hankam No. 99, Pondok Melati, Bekasi",Rp150.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Ruang Sholat', 'Area Merokok', 'Tempat duduk di luar', 'Ruang Pribadi Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Mie Khangen,Quick Bites,"['Bakmi', 'Makanan Sehat']",Sukmajaya,3.4,8 Ulasan,-6.4228380136,106.829354167,"https://www.zomato.com/id/jakarta/mie-khangen-sukmajaya
","Ruko Grand Depok City, Jl. Boulevard Raya, Sukmajaya, Depok",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kedai Kemiri,Quick Bites,"['Jawa', 'Bali']",Daan Mogot,3.1,15 Ulasan,-6.1635150000,106.723237000,"https://www.zomato.com/id/jakarta/kedai-kemiri-daan-mogot
","Ruko Taman Semanan Indah, Jl. Dharma Kencana, Blok C No. 32, Daan Mogot, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warung Ayam Jantan,Quick Bites,['Indonesia'],Cempaka Putih,2.9,8 Ulasan,-6.1836405094,106.856055222,"https://www.zomato.com/id/jakarta/warung-ayam-jantan-cempaka-putih
","Jl. Percetakan Negara 2 No. 19, Cempaka Putih, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ramah Vegetarian', 'Area Merokok']"
Joy Cafe & Resto,Casual Dining,"['Grill House', 'Itali', 'Asia']",Kelapa Gading,3.1,6 Ulasan,-6.1546640000,106.896722000,"https://www.zomato.com/id/jakarta/joy-cafe-resto-kelapa-gading
","Rukan Gading Batavia, Blok LC8 No. 17 -18, Jl. Gading Batavia, Kelapa Gading, Jakarta",Rp320.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Alkohol Tersedia', 'Di dalam ruangan', 'Hanya untuk reservasi meja']"
Whatever! Restaurant,Quick Bites,['Makanan Jalanan'],Bogor Utara,3.2,6 Ulasan,-6.5865130000,106.815918000,"https://www.zomato.com/id/jakarta/whatever-restaurant-bogor-utara-bogor
","Jl. Pandu Raya Tegal Gundil No. 132, Bogor Utara, Bogor",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes']"
Bakso Bakwan Malang BBM-OKE,Quick Bites,['Bakso'],Jatisampurna,2.9,6 Ulasan,-6.3530427628,106.963478028,"https://www.zomato.com/id/jakarta/bakso-bakwan-malang-bbm-oke-jatisampurna-bekasi
","Ruko Boston Square RK 2/27, Kota Wisata Cibubur, Jatisampurna, Bekasi",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
D'riil Steak,Quick Bites,"['Steak', 'Indonesia']",Cimanggis,2.9,4 Ulasan,-6.3544955877,106.839496940,"https://www.zomato.com/id/jakarta/driil-steak-cimanggis-depok
","Jl. Akses UI No. 7, Cimanggis, Depok",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pandan,Toko Kue & Roti,['Kue & Roti'],Sukmajaya,3.0,13 Ulasan,-6.3927943666,106.843396872,"https://www.zomato.com/id/jakarta/pandan-sukmajaya
","Jl. Proklamasi No. 1G, Sukmajaya, Depok",Rp30.000 untuk 2 orang (perkiraan),"['Sarapan', 'Hanya Bawa Pulang', 'Desserts and Bakes']"
Cemplon,Quick Bites,['Indonesia'],Setiabudi,2.6,18 Ulasan,-6.2096922475,106.826253868,"https://www.zomato.com/id/jakarta/cemplon-setiabudi
","Jl. Setiabudi 2 No. 19, Setiabudi, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia']"
Dapur Sedap Restaurant,Casual Dining,"['Seafood', 'Indonesia']",Serpong Utara,3.4,4 Ulasan,-6.2308700000,106.628518000,"https://www.zomato.com/id/jakarta/dapur-sedap-restaurant-serpong-utara-tangerang
","Ruko Voronez, Blok CA24 No. 1, Jl. Raya Kelapa Puan, Gading Serpong, Serpong Utara, Tangerang",Rp150.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Ayam Penyet Ciawi Dyval,Quick Bites,['Indonesia'],Cisarua,2.8,4 Ulasan,-6.6611270000,106.852597000,"https://www.zomato.com/id/jakarta/ayam-penyet-ciawi-dyval-cisarua-bogor
","Jl. Raya Puncak No. 359, Cisarua, Bogor",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Area Merokok', 'Di dalam ruangan']"
Coco Tree,Kios,"['Food Court', 'Minuman']",Kelapa Gading,3.1,4 Ulasan,-6.1505462624,106.891921386,"https://www.zomato.com/id/jakarta/coco-tree-kelapa-gading
","Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pecel Medioen Mbak Niek,Quick Bites,['Jawa'],Bogor Utara,2.8,14 Ulasan,-6.5846530000,106.817032000,"https://www.zomato.com/id/jakarta/pecel-medioen-mbak-niek-bogor-utara
","Jl. Pandu Raya No. 106B, Bogor Utara, Bogor",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sate Tegal Kemanggisan Pak Ahmad,Quick Bites,"['Satay', 'Jawa']",Kemanggisan,3.1,4 Ulasan,-6.1894930000,106.782839000,"https://www.zomato.com/id/jakarta/sate-tegal-kemanggisan-pak-ahmad-kemanggisan
","Jl. Budhi Raya No. 7, Kemanggisan, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Top Bandung Raya,Dessert Parlor,['Desserts'],Kebayoran Lama,3.6,18 Ulasan,-6.2205430000,106.781140000,"https://www.zomato.com/id/jakarta/top-bandung-raya-kebayoran-lama
","Jl. Letjen Soepeno, Kebayoran Lama, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Desserts and Bakes']"
Bakso & Mie Ayam Ojolali,Quick Bites,"['Bakso', 'Jawa']",Duren Sawit,3.2,13 Ulasan,-6.2252680000,106.943869000,"https://www.zomato.com/id/jakarta/bakso-mie-ayam-ojolali-duren-sawit
","Jl. Robusta Raya No. 3A, Duren Sawit, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Caos Dahar,Food Court,"['Jawa', 'Satay', 'Soto']",Jatisampurna,2.7,6 Ulasan,-6.3800193173,106.956192478,"https://www.zomato.com/id/jakarta/caos-dahar-jatisampurna-bekasi
","Sport Club Kota Wisata, Jl. Transyogi, Jatisampurna, Bekasi",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
RM Elok Basamo,Quick Bites,['Padang'],Jatiasih,3.0,6 Ulasan,-6.3178860000,106.962105000,"https://www.zomato.com/id/jakarta/rm-elok-basamo-jatiasih
","Jl. Raya Pedurenan, Jatiasih, Bekasi",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Koko Liem Chicken,Quick Bites,"['Jawa', 'Sunda']",Cimanggis,2.8,4 Ulasan,-6.3783060000,106.888028000,"https://www.zomato.com/id/jakarta/koko-liem-chicken-cimanggis-depok
","Jl. Putri Tunggal No. 29, Cimanggis, Depok",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan']"
de' Belango,Quick Bites,['Padang'],Senen,3.7,9 Ulasan,-6.2011581359,106.851284578,"https://www.zomato.com/id/jakarta/de-belango-senen
","Menteng Square, Jl. Matraman, Senen, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Tabosia,Quick Bites,['Jepang'],Duren Sawit,3.7,8 Ulasan,-6.2441990000,106.934632000,"https://www.zomato.com/id/jakarta/tabosia-duren-sawit
","KRAYON Kitchen, Jl. Pondok Kelapa Raya, Blok E10 No. 9, Duren Sawit, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Brajamustika - Hotel Brajamustika,Quick Bites,"['Jawa', 'Itali', 'Barat']",Bogor Barat,2.8,7 Ulasan,-6.5812230000,106.776433000,"https://www.zomato.com/id/jakarta/brajamustika-hotel-brajamustika-bogor-barat
","Jl. Dr. Sumeru, Bogor Barat, Bogor",Rp120.000 untuk 2 orang (perkiraan),"['Sarapan', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Rumah Makan Bu Djoko Surabaya,Quick Bites,"['Jawa', 'Indonesia']",Pulo Gadung,3.1,5 Ulasan,-6.1898170000,106.898383000,"https://www.zomato.com/id/jakarta/rumah-makan-bu-djoko-surabaya-pulogadung
","Jl. Kaplongan Raya No. 5, Pulo Gadung, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar']"
Tauto pekalongan,Quick Bites,"['Jawa', 'Indonesia']",Tebet,3.4,12 Ulasan,-6.2344820000,106.857022000,"https://www.zomato.com/id/jakarta/tauto-pekalongan-tebet
","Jl. Tebet Timur Dalam Raya No. 3, Tebet, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Nasi Goreng Kambing Kebon Sirih,Quick Bites,"['Betawi', 'Makanan Jalanan', 'Satay']",Cisarua,3.0,8 Ulasan,-6.7004950000,106.991900000,"https://www.zomato.com/id/jakarta/nasi-goreng-kambing-kebon-sirih-cisarua-bogor
","Jl. Raya Puncak KM. 86, Cisarua, Bogor",Rp70.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Tempat duduk di luar', 'Wifi Tersedia']"
Bakul'e Solo,Quick Bites,['Jawa'],Cimanggis,3.6,10 Ulasan,-6.3849942975,106.884228475,"https://www.zomato.com/id/jakarta/bakule-solo-cimanggis-depok
","Jl. Gas Alam No. 5, Cimanggis, Depok",Rp80.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Mangkuk Kertas,Quick Bites,"['Indonesia', 'Fusion']",Cipondoh,3.3,11 Ulasan,-6.1837960000,106.701279000,"https://www.zomato.com/id/jakarta/mangkuk-kertas-cipondoh-tangerang
","Rukan Fresh Market Blok C No. 21, Jl. Green Lake City, Cipondoh, Tangerang",Rp120.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
MurMer,Quick Bites,['Indonesia'],Cipondoh,3.4,6 Ulasan,-6.1836171766,106.709631085,"https://www.zomato.com/id/jakarta/murmer-cipondoh-tangerang
","Ruko New Castle, Blok A No.52, Jl. Green Lake City, Cipondoh, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Nasi Kambing Abah Condet,Food Court,['Betawi'],Kalibata,3.9,66 Ulasan,-6.2572710000,106.852876000,"https://www.zomato.com/id/jakarta/nasi-kambing-abah-condet-kalibata
","Kalibata City Square, Lantai Lower Ground, Teras Quliner Jl. Kalibata Raya No. 1, Kalibata, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Makan Addict Prasmanan & Coffee,Quick Bites,['Indonesia'],Cipondoh,3.3,9 Ulasan,-6.1852984673,106.703697368,"https://www.zomato.com/id/jakarta/makan-addict-prasmanan-coffee-cipondoh-tangerang
","Ruko Cordoba, Blok B No. 36, Cipondoh, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ramah untuk Anak', 'Wifi Tersedia', 'Ramah Vegetarian']"
Deli Choice & Pastry - Grand Sahid Jaya,Toko Kue & Roti,['Kue & Roti'],Sudirman,3.0,5 Ulasan,-6.2110340000,106.820190000,"https://www.zomato.com/id/jakarta/deli-choice-pastry-grand-sahid-jaya-sudirman
","Grand Sahid Jaya, Jl. Jenderal Sudirman, Sudirman, Jakarta",Rp200.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Desserts and Bakes', 'Di dalam ruangan']"
Soto Ayam Ceker Favorit Suroboyo,Quick Bites,"['Soto', 'Jawa']",Pasar Minggu,2.7,9 Ulasan,-6.2852560000,106.842646000,"https://www.zomato.com/id/jakarta/soto-ayam-ceker-favorit-suroboyo-pasar-minggu
","Jl. Ragunan Raya No. 63, Pasar Minggu, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Cooking Mama,Quick Bites,['Barat'],Jelambar,2.9,10 Ulasan,-6.1463830000,106.780913000,"https://www.zomato.com/id/jakarta/cooking-mama-jelambar
","Komplek Taman Duta Mas, Jl. Tubagus Angke, Jelambar, Jakarta",Rp100.000 untuk 2 orang (perkiraan)Tanpa alkohol,"['Pesan Antar', 'Bawa Pulang Tersedia', 'Hanya Bir', 'Tempat duduk di luar', 'Desserts and Bakes', 'Di dalam ruangan', 'Wifi Tersedia']"
Rumah Makan Ayam Bakar Madiun,Quick Bites,['Jawa'],Kebayoran Lama,3.1,6 Ulasan,-6.2261010000,106.760408000,"https://www.zomato.com/id/jakarta/rumah-makan-ayam-bakar-madiun-kebayoran-lama
","Jl. Swadarma Raya No. 18, Kebayoran Lama, Jakarta",Rp120.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kopi Nona,Toko Minuman,"['Kopi', 'Minuman', 'Desserts']",Fatmawati,3.0,4 Ulasan,-6.2766270000,106.796575000,"https://www.zomato.com/id/jakarta/kopi-nona-fatmawati
","Ruko Dbest Fatmawati, Blok A No. 20, Jl. RS Fatmawati Raya, Fatmawati, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Waroeng Sari Roso,Quick Bites,['Indonesia'],Ciputat Timur,3.2,6 Ulasan,-6.3103700000,106.755884000,"https://www.zomato.com/id/jakarta/waroeng-sari-roso-ciputat-timur-tangerang
","Jl. Ibnu Batutah No. 40, Ciputat Timur, Tangerang",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia']"
Amore Mio,Toko Minuman,['Kopi'],Kuningan,3.4,7 Ulasan,-6.2235800000,106.825710000,"https://www.zomato.com/id/jakarta/amore-mio-kuningan
","ITC Kuningan, Lantai 4, Food Area, Jl. Prof Dr Satrio, Kuningan, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
